sampleNumber	sampleNameNumber	sampleName	treatment	time	replicate	antibody	readout	cv	quality
34	S034	A375	901	24hr	rep1	MEK1/2	0.053123524	0.043710081	Good
35	S035	A375	4032	24hr	rep1	MEK1/2	0.057728491	0.026456154	Undet.
36	S036	A375	combo	24hr	rep1	MEK1/2	0.046755036	0.11173478	Good
37	S037	A375	DMSO	1hr	rep2	MEK1/2	0.095076394	0.054307389	Good
38	S038	A375	901	1hr	rep2	MEK1/2	0.093077887	0.061097691	Good
39	S039	A375	4032	1hr	rep2	MEK1/2	0.093067851	0.047546299	Good
40	S040	A375	combo	1hr	rep2	MEK1/2	0.130053207	0.056333944	Good
41	S041	A375	DMSO	3.5hr	rep2	MEK1/2	0.078174843	0.036442818	Undet.
42	S042	A375	901	6hr	rep2	MEK1/2	0.067994319	0.030646573	Good
43	S043	A375	4032	6hr	rep2	MEK1/2	0.071593193	0.047733448	Good
44	S044	A375	combo	6hr	rep2	MEK1/2	0.060770088	0.200299188	Undet.
45	S045	A375	DMSO	24hr	rep2	MEK1/2	0.081089227	0.137994828	Good
46	S046	A375	901	24hr	rep2	MEK1/2	0.060349043	0.039667718	Good
47	S047	A375	4032	24hr	rep2	MEK1/2	0.07880822	0.067705681	Good
48	S048	A375	combo	24hr	rep2	MEK1/2	0.08382885	0.083046815	Good
1	S001	A2058 	DMSO	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.81688684	0.028084429	Good
2	S002	A2058 	901	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.574513222	0.078562553	Good
3	S003	A2058 	4032	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	2.183754334	0.077378046	Good
4	S004	A2058 	combo	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.543002468	0.02936383	Good
5	S005	A2058 	DMSO	3.5hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.528091662	0.063563464	Good
6	S006	A2058 	901	6hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.742267984	0.024109668	Good
7	S007	A2058 	4032	6hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.144913899	0.033113203	Good
8	S008	A2058 	combo	6hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.957111791	0.023750166	Good
9	S009	A2058 	DMSO	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	2.080562496	0.02911298	Good
10	S010	A2058 	901	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.990585407	0.037873274	Good
11	S011	A2058 	4032	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.043756554	0.023070722	Good
12	S012	A2058 	combo	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.388373869	0.077665895	Undet.
13	S013	A2058 	DMSO	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.633257636	0.020240287	Good
14	S014	A2058 	901	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.417665393	0.032796	Undet.
15	S015	A2058 	4032	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.701004197	0.028144766	Undet.
16	S016	A2058 	combo	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.623421468	0.024712862	Good
17	S017	A2058 	DMSO	3.5hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.766600799	0.055917807	Good
18	S018	A2058 	901	6hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.528220136	0.060002759	Undet.
19	S019	A2058 	4032	6hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.476355759	0.031377576	Good
20	S020	A2058 	combo	6hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.268542922	0.024353792	Good
21	S021	A2058 	DMSO	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.312776135	0.02328281	Good
22	S022	A2058 	901	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.046803109	0.026191943	Good
23	S023	A2058 	4032	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.772282333	0.03363923	Good
24	S024	A2058 	combo	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.93638913	0.020662522	Undet.
25	S025	A375	DMSO	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.706620478	0.0325883	Good
26	S026	A375	901	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.535674026	0.037050276	Good
27	S027	A375	4032	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.538585839	0.072754735	Undet.
28	S028	A375	combo	1hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.452933681	0.035419579	Good
29	S029	A375	DMSO	3.5hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.56492206	0.0220278	Good
30	S030	A375	901	6hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.336150803	0.040875849	Good
31	S031	A375	4032	6hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.285346619	0.020441679	Good
32	S032	A375	combo	6hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.168884151	0.022001768	Good
33	S033	A375	DMSO	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.370218862	0.025884771	Good
34	S034	A375	901	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.764120252	0.041909913	Good
35	S035	A375	4032	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.860746831	0.039496038	Good
36	S036	A375	combo	24hr	rep1	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.699412837	0.022272161	Good
37	S037	A375	DMSO	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.50913874	0.055672195	Good
38	S038	A375	901	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.577945966	0.07893816	Good
39	S039	A375	4032	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.4782998	0.051749412	Good
40	S040	A375	combo	1hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.472873271	0.045670047	Good
41	S041	A375	DMSO	3.5hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.363884571	0.042779746	Good
42	S042	A375	901	6hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.180418699	0.033606562	Good
43	S043	A375	4032	6hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.057340769	0.048944539	Undet.
44	S044	A375	combo	6hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.091594899	0.031891317	Good
45	S045	A375	DMSO	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.479967621	0.036147154	Good
46	S046	A375	901	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	0.821922302	0.046567422	Good
47	S047	A375	4032	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.009759763	0.054266193	Good
48	S048	A375	combo	24hr	rep2	S6 Ribosomal protein (phospho-Ser235,Ser236)	1.025576146	0.054917401	Good
1	S001	A2058 	DMSO	1hr	rep1	S6 Ribosomal Protein	0.048539955	0.197291952	Poor
2	S002	A2058 	901	1hr	rep1	S6 Ribosomal Protein	0.042629776	0.281833503	Undet.
3	S003	A2058 	4032	1hr	rep1	S6 Ribosomal Protein	0.041595053	0.284456185	Undet.
4	S004	A2058 	combo	1hr	rep1	S6 Ribosomal Protein	0.074087764	0.273133733	Poor
5	S005	A2058 	DMSO	3.5hr	rep1	S6 Ribosomal Protein	0.04550046	0.209744474	Undet.
6	S006	A2058 	901	6hr	rep1	S6 Ribosomal Protein	0.029505341	0.158051927	Good
7	S007	A2058 	4032	6hr	rep1	S6 Ribosomal Protein	0.026569234	0.21026193	Good
8	S008	A2058 	combo	6hr	rep1	S6 Ribosomal Protein	0.019270158	0.04296205	Undet.
9	S009	A2058 	DMSO	24hr	rep1	S6 Ribosomal Protein	0.033303564	0.424692574	Undet.
10	S010	A2058 	901	24hr	rep1	S6 Ribosomal Protein	0.029168433	0.215615676	Undet.
11	S011	A2058 	4032	24hr	rep1	S6 Ribosomal Protein	0.064251372	0.087819116	Undet.
12	S012	A2058 	combo	24hr	rep1	S6 Ribosomal Protein	0.067598153	0.358333444	Undet.
13	S013	A2058 	DMSO	1hr	rep2	S6 Ribosomal Protein	0.049830606	0.252168808	Undet.
14	S014	A2058 	901	1hr	rep2	S6 Ribosomal Protein	0.076424322	0.253045105	Good
15	S015	A2058 	4032	1hr	rep2	S6 Ribosomal Protein	0.047855825	0.260284524	Undet.
16	S016	A2058 	combo	1hr	rep2	S6 Ribosomal Protein	0.042839954	0.290462388	Undet.
17	S017	A2058 	DMSO	3.5hr	rep2	S6 Ribosomal Protein	0.081856738	0.401779207	Poor
18	S018	A2058 	901	6hr	rep2	S6 Ribosomal Protein	0.074576896	0.297883512	Poor
19	S019	A2058 	4032	6hr	rep2	S6 Ribosomal Protein	0.057729319	0.442677121	Poor
20	S020	A2058 	combo	6hr	rep2	S6 Ribosomal Protein	0.049466241	0.236800373	Poor
21	S021	A2058 	DMSO	24hr	rep2	S6 Ribosomal Protein	0.035793193	0.152337751	Good
22	S022	A2058 	901	24hr	rep2	S6 Ribosomal Protein	0.043165498	0.289361939	Undet.
23	S023	A2058 	4032	24hr	rep2	S6 Ribosomal Protein	0.027704762	0.053006165	Undet.
24	S024	A2058 	combo	24hr	rep2	S6 Ribosomal Protein	0.029977477	0.038341518	Good
25	S025	A375	DMSO	1hr	rep1	S6 Ribosomal Protein	0.0309559	0.104798159	Good
26	S026	A375	901	1hr	rep1	S6 Ribosomal Protein	0.037575912	0.141323867	Undet.
27	S027	A375	4032	1hr	rep1	S6 Ribosomal Protein	0.029996018	0.056586991	Good
28	S028	A375	combo	1hr	rep1	S6 Ribosomal Protein	0.02943859	0.157997679	Good
29	S029	A375	DMSO	3.5hr	rep1	S6 Ribosomal Protein	0.027112166	0.095047785	Good
30	S030	A375	901	6hr	rep1	S6 Ribosomal Protein	0.030370519	0.095311045	Good
31	S031	A375	4032	6hr	rep1	S6 Ribosomal Protein	0.025581712	0.058372557	Good
32	S032	A375	combo	6hr	rep1	S6 Ribosomal Protein	0.023680954	0.097085785	Good
33	S033	A375	DMSO	24hr	rep1	S6 Ribosomal Protein	0.031470763	0.034626861	Undet.
34	S034	A375	901	24hr	rep1	S6 Ribosomal Protein	0.018508861	0.093448334	Good
35	S035	A375	4032	24hr	rep1	S6 Ribosomal Protein	0.024056782	0.040414759	Undet.
36	S036	A375	combo	24hr	rep1	S6 Ribosomal Protein	0.02265295	0.040647354	Good
37	S037	A375	DMSO	1hr	rep2	S6 Ribosomal Protein	0.023404058	0.0409141	Good
38	S038	A375	901	1hr	rep2	S6 Ribosomal Protein	0.024474029	0.091900432	Good
39	S039	A375	4032	1hr	rep2	S6 Ribosomal Protein	0.023652155	0.037990575	Undet.
40	S040	A375	combo	1hr	rep2	S6 Ribosomal Protein	0.023695086	0.033047046	Good
41	S041	A375	DMSO	3.5hr	rep2	S6 Ribosomal Protein	0.020112573	0.06192265	Good
42	S042	A375	901	6hr	rep2	S6 Ribosomal Protein	0.02023571	0.109646914	Good
43	S043	A375	4032	6hr	rep2	S6 Ribosomal Protein	0.01941669	0.066894168	Good
44	S044	A375	combo	6hr	rep2	S6 Ribosomal Protein	0.016646325	0.03369115	Good
45	S045	A375	DMSO	24hr	rep2	S6 Ribosomal Protein	0.027041492	0.029682887	Good
46	S046	A375	901	24hr	rep2	S6 Ribosomal Protein	0.023482419	0.047179943	Good
47	S047	A375	4032	24hr	rep2	S6 Ribosomal Protein	0.021424897	0.082623649	Good
48	S048	A375	combo	24hr	rep2	S6 Ribosomal Protein	0.023681139	0.105375024	Good
1	S001	A2058 	DMSO	1hr	rep1	Rb	0.017191059	0.060794451	Good
2	S002	A2058 	901	1hr	rep1	Rb	0.020315569	0.049035174	Poor
3	S003	A2058 	4032	1hr	rep1	Rb	0.018191966	0.109207451	Good
4	S004	A2058 	combo	1hr	rep1	Rb	0.018797372	0.043194346	Good
5	S005	A2058 	DMSO	3.5hr	rep1	Rb	0.021062236	0.051001231	Poor
6	S006	A2058 	901	6hr	rep1	Rb	0.015779261	0.079893328	Good
7	S007	A2058 	4032	6hr	rep1	Rb	0.010441723	0.071820628	Undet.
8	S008	A2058 	combo	6hr	rep1	Rb	0.011303598	0.13153938	Undet.
9	S009	A2058 	DMSO	24hr	rep1	Rb	0.011767189	0.063874289	Undet.
10	S010	A2058 	901	24hr	rep1	Rb	0.015574339	0.051123421	Good
11	S011	A2058 	4032	24hr	rep1	Rb	0.017195838	0.046417879	Good
12	S012	A2058 	combo	24hr	rep1	Rb	0.015883615	0.158704055	Undet.
13	S013	A2058 	DMSO	1hr	rep2	Rb	0.017603729	0.112352579	Good
14	S014	A2058 	901	1hr	rep2	Rb	0.015710871	0.128325717	Undet.
15	S015	A2058 	4032	1hr	rep2	Rb	0.018044961	0.051874393	Good
16	S016	A2058 	combo	1hr	rep2	Rb	0.020612629	0.22625818	Poor
17	S017	A2058 	DMSO	3.5hr	rep2	Rb	0.021046334	0.09727046	Good
18	S018	A2058 	901	6hr	rep2	Rb	0.021003392	0.113881852	Good
19	S019	A2058 	4032	6hr	rep2	Rb	0.022792932	0.326431749	Poor
20	S020	A2058 	combo	6hr	rep2	Rb	0.021171114	0.093094379	Good
21	S021	A2058 	DMSO	24hr	rep2	Rb	0.016131661	0.117835923	Undet.
22	S022	A2058 	901	24hr	rep2	Rb	0.018987137	0.374174735	Poor
23	S023	A2058 	4032	24hr	rep2	Rb	0.015807278	0.046209268	Good
24	S024	A2058 	combo	24hr	rep2	Rb	0.018019	0.042252169	Good
25	S025	A375	DMSO	1hr	rep1	Rb	0.085981899	0.077228674	Good
26	S026	A375	901	1hr	rep1	Rb	0.103207959	0.055119227	Good
27	S027	A375	4032	1hr	rep1	Rb	0.095188598	0.040952364	Good
28	S028	A375	combo	1hr	rep1	Rb	0.086386888	0.054726014	Good
29	S029	A375	DMSO	3.5hr	rep1	Rb	0.092045574	0.037518477	Good
30	S030	A375	901	6hr	rep1	Rb	0.077393946	0.062124547	Good
31	S031	A375	4032	6hr	rep1	Rb	0.076283739	0.057033599	Good
32	S032	A375	combo	6hr	rep1	Rb	0.061024836	0.058588468	Undet.
33	S033	A375	DMSO	24hr	rep1	Rb	0.081163526	0.040137125	Good
34	S034	A375	901	24hr	rep1	Rb	0.021134781	0.108735708	Good
35	S035	A375	4032	24hr	rep1	Rb	0.020712862	0.064150901	Good
36	S036	A375	combo	24hr	rep1	Rb	0.019426667	0.088832458	Undet.
37	S037	A375	DMSO	1hr	rep2	Rb	0.107421554	0.048419522	Good
38	S038	A375	901	1hr	rep2	Rb	0.103452937	0.033067839	Good
39	S039	A375	4032	1hr	rep2	Rb	0.116017222	0.038559172	Good
40	S040	A375	combo	1hr	rep2	Rb	0.10146752	0.028352036	Good
41	S041	A375	DMSO	3.5hr	rep2	Rb	0.075552743	0.042048144	Good
42	S042	A375	901	6hr	rep2	Rb	0.071008333	0.037002252	Good
43	S043	A375	4032	6hr	rep2	Rb	0.066705863	0.033602903	Good
44	S044	A375	combo	6hr	rep2	Rb	0.065976142	0.067123071	Good
45	S045	A375	DMSO	24hr	rep2	Rb	0.10697688	0.076207898	Good
46	S046	A375	901	24hr	rep2	Rb	0.020782352	0.051418134	Good
47	S047	A375	4032	24hr	rep2	Rb	0.024886839	0.062018573	Good
48	S048	A375	combo	24hr	rep2	Rb	0.029857501	0.069863879	Undet.
1	S001	A2058 	DMSO	1hr	rep1	Rb (phospho-Ser780)	0.247433615	0.038828382	Good
2	S002	A2058 	901	1hr	rep1	Rb (phospho-Ser780)	0.243767719	0.076034837	Good
3	S003	A2058 	4032	1hr	rep1	Rb (phospho-Ser780)	0.292242481	0.104643157	Undet.
4	S004	A2058 	combo	1hr	rep1	Rb (phospho-Ser780)	0.228630584	0.072923944	Good
5	S005	A2058 	DMSO	3.5hr	rep1	Rb (phospho-Ser780)	0.236895069	0.069215901	Good
6	S006	A2058 	901	6hr	rep1	Rb (phospho-Ser780)	0.229250705	0.064888025	Good
7	S007	A2058 	4032	6hr	rep1	Rb (phospho-Ser780)	0.213645718	0.035589937	Good
8	S008	A2058 	combo	6hr	rep1	Rb (phospho-Ser780)	0.18923966	0.031344609	Good
9	S009	A2058 	DMSO	24hr	rep1	Rb (phospho-Ser780)	0.2844285	0.102176774	Undet.
10	S010	A2058 	901	24hr	rep1	Rb (phospho-Ser780)	0.172261023	0.035902976	Good
11	S011	A2058 	4032	24hr	rep1	Rb (phospho-Ser780)	0.222604812	0.077945347	Good
12	S012	A2058 	combo	24hr	rep1	Rb (phospho-Ser780)	0.222582105	0.028680005	Good
13	S013	A2058 	DMSO	1hr	rep2	Rb (phospho-Ser780)	0.238178877	0.046534343	Good
14	S014	A2058 	901	1hr	rep2	Rb (phospho-Ser780)	0.245154494	0.06986581	Good
15	S015	A2058 	4032	1hr	rep2	Rb (phospho-Ser780)	0.250954918	0.034861406	Good
16	S016	A2058 	combo	1hr	rep2	Rb (phospho-Ser780)	0.2624463	0.055681342	Good
17	S017	A2058 	DMSO	3.5hr	rep2	Rb (phospho-Ser780)	0.308091353	0.063200038	Good
18	S018	A2058 	901	6hr	rep2	Rb (phospho-Ser780)	0.267832972	0.087290504	Good
19	S019	A2058 	4032	6hr	rep2	Rb (phospho-Ser780)	0.260628834	0.059183204	Good
20	S020	A2058 	combo	6hr	rep2	Rb (phospho-Ser780)	0.260321811	0.076309655	Good
21	S021	A2058 	DMSO	24hr	rep2	Rb (phospho-Ser780)	0.216190373	0.03716312	Good
22	S022	A2058 	901	24hr	rep2	Rb (phospho-Ser780)	0.178319226	0.05180065	Good
23	S023	A2058 	4032	24hr	rep2	Rb (phospho-Ser780)	0.160832428	0.035451477	Good
24	S024	A2058 	combo	24hr	rep2	Rb (phospho-Ser780)	0.168814925	0.037314789	Good
25	S025	A375	DMSO	1hr	rep1	Rb (phospho-Ser780)	0.546174531	0.07413997	Good
26	S026	A375	901	1hr	rep1	Rb (phospho-Ser780)	0.551216549	0.045966273	Good
27	S027	A375	4032	1hr	rep1	Rb (phospho-Ser780)	0.48472896	0.053312356	Good
28	S028	A375	combo	1hr	rep1	Rb (phospho-Ser780)	0.436337052	0.047040441	Good
29	S029	A375	DMSO	3.5hr	rep1	Rb (phospho-Ser780)	0.505105718	0.034456112	Good
30	S030	A375	901	6hr	rep1	Rb (phospho-Ser780)	0.418689223	0.064757533	Good
31	S031	A375	4032	6hr	rep1	Rb (phospho-Ser780)	0.47467083	0.064572051	Good
32	S032	A375	combo	6hr	rep1	Rb (phospho-Ser780)	0.374915792	0.032396101	Good
33	S033	A375	DMSO	24hr	rep1	Rb (phospho-Ser780)	0.47600125	0.028345281	Good
34	S034	A375	901	24hr	rep1	Rb (phospho-Ser780)	0.157662404	0.042430455	Good
35	S035	A375	4032	24hr	rep1	Rb (phospho-Ser780)	0.184586603	0.039499698	Good
36	S036	A375	combo	24hr	rep1	Rb (phospho-Ser780)	0.154692278	0.028814275	Good
37	S037	A375	DMSO	1hr	rep2	Rb (phospho-Ser780)	0.550301407	0.088174714	Good
38	S038	A375	901	1hr	rep2	Rb (phospho-Ser780)	0.551661821	0.038876633	Good
39	S039	A375	4032	1hr	rep2	Rb (phospho-Ser780)	0.544498475	0.034694753	Good
40	S040	A375	combo	1hr	rep2	Rb (phospho-Ser780)	0.574212324	0.07408319	Good
41	S041	A375	DMSO	3.5hr	rep2	Rb (phospho-Ser780)	0.514335664	0.034638583	Good
42	S042	A375	901	6hr	rep2	Rb (phospho-Ser780)	0.413269014	0.028920109	Good
43	S043	A375	4032	6hr	rep2	Rb (phospho-Ser780)	0.407808706	0.062163603	Good
44	S044	A375	combo	6hr	rep2	Rb (phospho-Ser780)	0.364632649	0.024745362	Good
45	S045	A375	DMSO	24hr	rep2	Rb (phospho-Ser780)	0.602412603	0.062302459	Good
46	S046	A375	901	24hr	rep2	Rb (phospho-Ser780)	0.183889626	0.035378243	Good
47	S047	A375	4032	24hr	rep2	Rb (phospho-Ser780)	0.202803139	0.032088999	Good
48	S048	A375	combo	24hr	rep2	Rb (phospho-Ser780)	0.215257049	0.042692785	Good
1	S001	A2058 	DMSO	1hr	rep1	PRAS40 (phospho-Thr246)	0.143127991	0.210181325	Poor
2	S002	A2058 	901	1hr	rep1	PRAS40 (phospho-Thr246)	0.130280888	0.210773199	Poor
3	S003	A2058 	4032	1hr	rep1	PRAS40 (phospho-Thr246)	0.140952374	0.235497508	Poor
4	S004	A2058 	combo	1hr	rep1	PRAS40 (phospho-Thr246)	0.117085537	0.231451174	Poor
5	S005	A2058 	DMSO	3.5hr	rep1	PRAS40 (phospho-Thr246)	0.130254023	0.207462396	Poor
6	S006	A2058 	901	6hr	rep1	PRAS40 (phospho-Thr246)	0.107556794	0.243463521	Poor
7	S007	A2058 	4032	6hr	rep1	PRAS40 (phospho-Thr246)	0.11079777	0.195267321	Poor
8	S008	A2058 	combo	6hr	rep1	PRAS40 (phospho-Thr246)	0.147031142	0.123979777	Poor
9	S009	A2058 	DMSO	24hr	rep1	PRAS40 (phospho-Thr246)	0.09813163	0.259890764	Poor
10	S010	A2058 	901	24hr	rep1	PRAS40 (phospho-Thr246)	0.124626345	0.123403847	Poor
11	S011	A2058 	4032	24hr	rep1	PRAS40 (phospho-Thr246)	0.123197713	0.197699101	Poor
12	S012	A2058 	combo	24hr	rep1	PRAS40 (phospho-Thr246)	0.100389471	0.187966612	Poor
13	S013	A2058 	DMSO	1hr	rep2	PRAS40 (phospho-Thr246)	0.13133943	0.254431328	Poor
14	S014	A2058 	901	1hr	rep2	PRAS40 (phospho-Thr246)	0.146069743	0.230032867	Poor
15	S015	A2058 	4032	1hr	rep2	PRAS40 (phospho-Thr246)	0.134679897	0.20777261	Poor
16	S016	A2058 	combo	1hr	rep2	PRAS40 (phospho-Thr246)	0.155238594	0.184100488	Poor
17	S017	A2058 	DMSO	3.5hr	rep2	PRAS40 (phospho-Thr246)	0.108738264	0.188855762	Poor
18	S018	A2058 	901	6hr	rep2	PRAS40 (phospho-Thr246)	0.127271352	0.167310523	Poor
19	S019	A2058 	4032	6hr	rep2	PRAS40 (phospho-Thr246)	0.148671093	0.201617871	Poor
20	S020	A2058 	combo	6hr	rep2	PRAS40 (phospho-Thr246)	0.170330539	0.113590881	Poor
21	S021	A2058 	DMSO	24hr	rep2	PRAS40 (phospho-Thr246)	0.310562165	0.127968764	Poor
22	S022	A2058 	901	24hr	rep2	PRAS40 (phospho-Thr246)	0.149965725	0.170470579	Poor
23	S023	A2058 	4032	24hr	rep2	PRAS40 (phospho-Thr246)	0.175278836	0.082222539	Poor
24	S024	A2058 	combo	24hr	rep2	PRAS40 (phospho-Thr246)	0.145990991	0.113911973	Poor
25	S025	A375	DMSO	1hr	rep1	PRAS40 (phospho-Thr246)	0.086723353	0.188245665	Poor
26	S026	A375	901	1hr	rep1	PRAS40 (phospho-Thr246)	0.096403541	0.204265134	Poor
27	S027	A375	4032	1hr	rep1	PRAS40 (phospho-Thr246)	0.12262759	0.102165623	Poor
28	S028	A375	combo	1hr	rep1	PRAS40 (phospho-Thr246)	0.121253381	0.183491552	Poor
29	S029	A375	DMSO	3.5hr	rep1	PRAS40 (phospho-Thr246)	0.11175979	0.153684739	Poor
30	S030	A375	901	6hr	rep1	PRAS40 (phospho-Thr246)	0.098354656	0.164221923	Poor
31	S031	A375	4032	6hr	rep1	PRAS40 (phospho-Thr246)	0.126810267	0.145896374	Poor
32	S032	A375	combo	6hr	rep1	PRAS40 (phospho-Thr246)	0.124489244	0.102601014	Poor
33	S033	A375	DMSO	24hr	rep1	PRAS40 (phospho-Thr246)	0.105070569	0.126511319	Poor
34	S034	A375	901	24hr	rep1	PRAS40 (phospho-Thr246)	0.050011035	0.030678054	Poor
35	S035	A375	4032	24hr	rep1	PRAS40 (phospho-Thr246)	0.051984234	0.026981747	Poor
36	S036	A375	combo	24hr	rep1	PRAS40 (phospho-Thr246)	0.046177721	0.053953204	Poor
37	S037	A375	DMSO	1hr	rep2	PRAS40 (phospho-Thr246)	0.101547203	0.177678318	Poor
38	S038	A375	901	1hr	rep2	PRAS40 (phospho-Thr246)	0.120565131	0.164345141	Poor
39	S039	A375	4032	1hr	rep2	PRAS40 (phospho-Thr246)	0.129286596	0.141062499	Poor
40	S040	A375	combo	1hr	rep2	PRAS40 (phospho-Thr246)	0.132274893	0.127620768	Poor
41	S041	A375	DMSO	3.5hr	rep2	PRAS40 (phospho-Thr246)	0.118764571	0.105938839	Poor
42	S042	A375	901	6hr	rep2	PRAS40 (phospho-Thr246)	0.117665938	0.03706226	Poor
43	S043	A375	4032	6hr	rep2	PRAS40 (phospho-Thr246)	0.125252328	0.056484622	Poor
44	S044	A375	combo	6hr	rep2	PRAS40 (phospho-Thr246)	0.149795085	0.053111368	Poor
45	S045	A375	DMSO	24hr	rep2	PRAS40 (phospho-Thr246)	0.10091804	0.110659943	Poor
46	S046	A375	901	24hr	rep2	PRAS40 (phospho-Thr246)	0.063995698	0.025645755	Poor
47	S047	A375	4032	24hr	rep2	PRAS40 (phospho-Thr246)	0.059038059	0.069317514	Poor
48	S048	A375	combo	24hr	rep2	PRAS40 (phospho-Thr246)	0.048840656	0.065275075	Poor
1	S001	A2058 	DMSO	1hr	rep1	PTEN	0.074443444	0.03625951	Good
2	S002	A2058 	901	1hr	rep1	PTEN	0.067853953	0.032253271	Good
3	S003	A2058 	4032	1hr	rep1	PTEN	0.073676728	0.031761011	Good
4	S004	A2058 	combo	1hr	rep1	PTEN	0.076963637	0.028010517	Good
5	S005	A2058 	DMSO	3.5hr	rep1	PTEN	0.063004852	0.044153567	Good
6	S006	A2058 	901	6hr	rep1	PTEN	0.064794728	0.049646293	Poor
7	S007	A2058 	4032	6hr	rep1	PTEN	0.060555537	0.041340761	Good
8	S008	A2058 	combo	6hr	rep1	PTEN	0.05025334	0.035910272	Good
9	S009	A2058 	DMSO	24hr	rep1	PTEN	0.071723679	0.033976646	Good
10	S010	A2058 	901	24hr	rep1	PTEN	0.070000114	0.034589397	Undet.
11	S011	A2058 	4032	24hr	rep1	PTEN	0.072393092	0.04353001	Good
12	S012	A2058 	combo	24hr	rep1	PTEN	0.082898015	0.034251732	Good
13	S013	A2058 	DMSO	1hr	rep2	PTEN	0.076310653	0.03325884	Good
14	S014	A2058 	901	1hr	rep2	PTEN	0.059411324	0.037891074	Good
15	S015	A2058 	4032	1hr	rep2	PTEN	0.065401048	0.049789615	Good
16	S016	A2058 	combo	1hr	rep2	PTEN	0.067890217	0.052788735	Good
17	S017	A2058 	DMSO	3.5hr	rep2	PTEN	0.078469293	0.031266739	Good
18	S018	A2058 	901	6hr	rep2	PTEN	0.07747044	0.074592626	Good
19	S019	A2058 	4032	6hr	rep2	PTEN	0.078699246	0.082439978	Good
20	S020	A2058 	combo	6hr	rep2	PTEN	0.068984045	0.032715615	Good
21	S021	A2058 	DMSO	24hr	rep2	PTEN	0.051175259	0.077971244	Good
22	S022	A2058 	901	24hr	rep2	PTEN	0.066106902	0.087804187	Good
23	S023	A2058 	4032	24hr	rep2	PTEN	0.043824604	0.034247532	Good
24	S024	A2058 	combo	24hr	rep2	PTEN	0.060519499	0.033577836	Good
25	S025	A375	DMSO	1hr	rep1	PTEN	0.364955341	0.029791184	Good
26	S026	A375	901	1hr	rep1	PTEN	0.378199385	0.065815977	Good
