sampleNumber	sampleNameNumber	sampleName	treatment	time	replicate	antibody	readout	cv	quality
10	S010	A2058 	901	24hr	rep1	Survivin	0.872607178	0.081771129	Good
11	S011	A2058 	4032	24hr	rep1	Survivin	1.005132209	0.048497908	Undet.
12	S012	A2058 	combo	24hr	rep1	Survivin	0.855633685	0.04297973	Good
13	S013	A2058 	DMSO	1hr	rep2	Survivin	0.925152897	0.058473741	Good
14	S014	A2058 	901	1hr	rep2	Survivin	1.016813052	0.0757605	Good
15	S015	A2058 	4032	1hr	rep2	Survivin	0.882019664	0.052689996	Undet.
16	S016	A2058 	combo	1hr	rep2	Survivin	0.99241395	0.019319186	Poor
17	S017	A2058 	DMSO	3.5hr	rep2	Survivin	1.042694544	0.061279181	Good
18	S018	A2058 	901	6hr	rep2	Survivin	0.97496327	0.051107471	Undet.
19	S019	A2058 	4032	6hr	rep2	Survivin	0.919024143	0.06051124	Undet.
20	S020	A2058 	combo	6hr	rep2	Survivin	0.938162875	0.073225665	Undet.
21	S021	A2058 	DMSO	24hr	rep2	Survivin	0.8460693	0.020610398	Good
22	S022	A2058 	901	24hr	rep2	Survivin	0.80009883	0.041552131	Good
23	S023	A2058 	4032	24hr	rep2	Survivin	0.6453834	0.029338002	Good
24	S024	A2058 	combo	24hr	rep2	Survivin	0.692169058	0.026883981	Good
25	S025	A375	DMSO	1hr	rep1	Survivin	1.042473394	0.046981566	Good
26	S026	A375	901	1hr	rep1	Survivin	1.049912642	0.071411895	Good
27	S027	A375	4032	1hr	rep1	Survivin	0.915146448	0.038556614	Good
28	S028	A375	combo	1hr	rep1	Survivin	1.025111043	0.046935209	Good
29	S029	A375	DMSO	3.5hr	rep1	Survivin	1.035675642	0.069654577	Good
30	S030	A375	901	6hr	rep1	Survivin	1.038483984	0.063997322	Undet.
31	S031	A375	4032	6hr	rep1	Survivin	1.259939022	0.02543487	Poor
32	S032	A375	combo	6hr	rep1	Survivin	1.059411898	0.035956757	Good
33	S033	A375	DMSO	24hr	rep1	Survivin	1.025013082	0.060341452	Good
34	S034	A375	901	24hr	rep1	Survivin	0.695173356	0.039089557	Good
35	S035	A375	4032	24hr	rep1	Survivin	0.833842296	0.024786892	Good
36	S036	A375	combo	24hr	rep1	Survivin	0.695310991	0.022522994	Undet.
37	S037	A375	DMSO	1hr	rep2	Survivin	1.207197822	0.054750754	Good
38	S038	A375	901	1hr	rep2	Survivin	1.289535496	0.03066386	Good
39	S039	A375	4032	1hr	rep2	Survivin	1.185505178	0.048613421	Good
40	S040	A375	combo	1hr	rep2	Survivin	1.228629698	0.049741237	Undet.
41	S041	A375	DMSO	3.5hr	rep2	Survivin	1.138581986	0.028103948	Undet.
42	S042	A375	901	6hr	rep2	Survivin	1.089170986	0.066225752	Good
43	S043	A375	4032	6hr	rep2	Survivin	1.019792336	0.06297451	Good
44	S044	A375	combo	6hr	rep2	Survivin	1.013921961	0.038836412	Good
45	S045	A375	DMSO	24hr	rep2	Survivin	1.218140976	0.053446282	Good
46	S046	A375	901	24hr	rep2	Survivin	0.88054	0.03446835	Good
47	S047	A375	4032	24hr	rep2	Survivin	0.999698559	0.059321536	Good
48	S048	A375	combo	24hr	rep2	Survivin	0.968431088	0.024298069	Good
1	S001	A2058 	DMSO	1hr	rep1	VEGFR (phospho-Tyr1059)	0.021470621	0.081389138	Good
2	S002	A2058 	901	1hr	rep1	VEGFR (phospho-Tyr1059)	0.019119018	0.076955234	Undet.
3	S003	A2058 	4032	1hr	rep1	VEGFR (phospho-Tyr1059)	0.026600599	0.064844489	Good
4	S004	A2058 	combo	1hr	rep1	VEGFR (phospho-Tyr1059)	0.020142878	0.041646035	Good
5	S005	A2058 	DMSO	3.5hr	rep1	VEGFR (phospho-Tyr1059)	0.020150792	0.07021208	Undet.
6	S006	A2058 	901	6hr	rep1	VEGFR (phospho-Tyr1059)	0.017584473	0.091841871	Good
7	S007	A2058 	4032	6hr	rep1	VEGFR (phospho-Tyr1059)	0.010821405	0.068997378	Undet.
8	S008	A2058 	combo	6hr	rep1	VEGFR (phospho-Tyr1059)	0.010383149	0.075439698	Undet.
9	S009	A2058 	DMSO	24hr	rep1	VEGFR (phospho-Tyr1059)	0.015995715	0.095878155	Good
10	S010	A2058 	901	24hr	rep1	VEGFR (phospho-Tyr1059)	0.018306384	0.096466835	Good
11	S011	A2058 	4032	24hr	rep1	VEGFR (phospho-Tyr1059)	0.022159882	0.038642253	Good
12	S012	A2058 	combo	24hr	rep1	VEGFR (phospho-Tyr1059)	0.026481603	0.131851685	Undet.
13	S013	A2058 	DMSO	1hr	rep2	VEGFR (phospho-Tyr1059)	0.019950563	0.075131603	Good
14	S014	A2058 	901	1hr	rep2	VEGFR (phospho-Tyr1059)	0.020407946	0.031831027	Good
15	S015	A2058 	4032	1hr	rep2	VEGFR (phospho-Tyr1059)	0.022370469	0.059778144	Good
16	S016	A2058 	combo	1hr	rep2	VEGFR (phospho-Tyr1059)	0.025434047	0.111906511	Good
17	S017	A2058 	DMSO	3.5hr	rep2	VEGFR (phospho-Tyr1059)	0.024746324	0.036207891	Good
18	S018	A2058 	901	6hr	rep2	VEGFR (phospho-Tyr1059)	0.024825826	0.048615253	Good
19	S019	A2058 	4032	6hr	rep2	VEGFR (phospho-Tyr1059)	0.023283548	0.036232929	Good
20	S020	A2058 	combo	6hr	rep2	VEGFR (phospho-Tyr1059)	0.027417513	0.031821144	Good
21	S021	A2058 	DMSO	24hr	rep2	VEGFR (phospho-Tyr1059)	0.019190604	0.051096392	Undet.
22	S022	A2058 	901	24hr	rep2	VEGFR (phospho-Tyr1059)	0.022664713	0.03848004	Good
23	S023	A2058 	4032	24hr	rep2	VEGFR (phospho-Tyr1059)	0.019123677	0.086139036	Good
24	S024	A2058 	combo	24hr	rep2	VEGFR (phospho-Tyr1059)	0.020305044	0.043719418	Good
25	S025	A375	DMSO	1hr	rep1	VEGFR (phospho-Tyr1059)	0.024022115	0.107402342	Good
26	S026	A375	901	1hr	rep1	VEGFR (phospho-Tyr1059)	0.034313945	0.041862484	Undet.
27	S027	A375	4032	1hr	rep1	VEGFR (phospho-Tyr1059)	0.021955594	0.075447042	Good
28	S028	A375	combo	1hr	rep1	VEGFR (phospho-Tyr1059)	0.023982009	0.043848778	Good
29	S029	A375	DMSO	3.5hr	rep1	VEGFR (phospho-Tyr1059)	0.02908116	0.062145553	Good
30	S030	A375	901	6hr	rep1	VEGFR (phospho-Tyr1059)	0.026323369	0.068492736	Good
31	S031	A375	4032	6hr	rep1	VEGFR (phospho-Tyr1059)	0.021557177	0.077765319	Good
32	S032	A375	combo	6hr	rep1	VEGFR (phospho-Tyr1059)	0.021355996	0.048166886	Good
33	S033	A375	DMSO	24hr	rep1	VEGFR (phospho-Tyr1059)	0.022447106	0.128053739	Good
34	S034	A375	901	24hr	rep1	VEGFR (phospho-Tyr1059)	0.020700454	0.038174216	Good
35	S035	A375	4032	24hr	rep1	VEGFR (phospho-Tyr1059)	0.022644624	0.073560438	Good
36	S036	A375	combo	24hr	rep1	VEGFR (phospho-Tyr1059)	0.019569676	0.040075549	Good
37	S037	A375	DMSO	1hr	rep2	VEGFR (phospho-Tyr1059)	0.027228052	0.080134883	Good
38	S038	A375	901	1hr	rep2	VEGFR (phospho-Tyr1059)	0.028367928	0.067564767	Good
39	S039	A375	4032	1hr	rep2	VEGFR (phospho-Tyr1059)	0.030864936	0.12737877	Undet.
40	S040	A375	combo	1hr	rep2	VEGFR (phospho-Tyr1059)	0.027845314	0.082378087	Good
41	S041	A375	DMSO	3.5hr	rep2	VEGFR (phospho-Tyr1059)	0.022101704	0.079717389	Good
42	S042	A375	901	6hr	rep2	VEGFR (phospho-Tyr1059)	0.019890161	0.124753021	Good
43	S043	A375	4032	6hr	rep2	VEGFR (phospho-Tyr1059)	0.023007191	0.065964651	Good
44	S044	A375	combo	6hr	rep2	VEGFR (phospho-Tyr1059)	0.021566032	0.100339532	Undet.
45	S045	A375	DMSO	24hr	rep2	VEGFR (phospho-Tyr1059)	0.030335953	0.072566838	Good
46	S046	A375	901	24hr	rep2	VEGFR (phospho-Tyr1059)	0.023306061	0.040593884	Good
47	S047	A375	4032	24hr	rep2	VEGFR (phospho-Tyr1059)	0.02456003	0.082823802	Good
48	S048	A375	combo	24hr	rep2	VEGFR (phospho-Tyr1059)	0.023070899	0.166982395	Undet.
1	S001	A2058 	DMSO	1hr	rep1	PLK1	0.15222058	0.042114819	Undet.
2	S002	A2058 	901	1hr	rep1	PLK1	0.171426083	0.031923771	Good
3	S003	A2058 	4032	1hr	rep1	PLK1	0.196199763	0.076730878	Good
4	S004	A2058 	combo	1hr	rep1	PLK1	0.151274888	0.075083527	Good
5	S005	A2058 	DMSO	3.5hr	rep1	PLK1	0.164275837	0.053850444	Undet.
6	S006	A2058 	901	6hr	rep1	PLK1	0.136509087	0.052218648	Good
7	S007	A2058 	4032	6hr	rep1	PLK1	0.114838122	0.031342068	Undet.
8	S008	A2058 	combo	6hr	rep1	PLK1	0.092914423	0.033657554	Undet.
9	S009	A2058 	DMSO	24hr	rep1	PLK1	0.154425685	0.036331839	Undet.
10	S010	A2058 	901	24hr	rep1	PLK1	0.100504052	0.035576123	Undet.
11	S011	A2058 	4032	24hr	rep1	PLK1	0.128886543	0.041529502	Undet.
12	S012	A2058 	combo	24hr	rep1	PLK1	0.113166457	0.031420122	Undet.
13	S013	A2058 	DMSO	1hr	rep2	PLK1	0.15100386	0.030884944	Good
14	S014	A2058 	901	1hr	rep2	PLK1	0.158819402	0.032947813	Good
15	S015	A2058 	4032	1hr	rep2	PLK1	0.147522227	0.030879167	Good
16	S016	A2058 	combo	1hr	rep2	PLK1	0.171794349	0.034502711	Good
17	S017	A2058 	DMSO	3.5hr	rep2	PLK1	0.20088504	0.031553076	Good
18	S018	A2058 	901	6hr	rep2	PLK1	0.168797953	0.026459094	Good
19	S019	A2058 	4032	6hr	rep2	PLK1	0.150723635	0.081075538	Good
20	S020	A2058 	combo	6hr	rep2	PLK1	0.16297243	0.030346246	Good
21	S021	A2058 	DMSO	24hr	rep2	PLK1	0.089008968	0.055163074	Good
22	S022	A2058 	901	24hr	rep2	PLK1	0.100119181	0.0732003	Good
23	S023	A2058 	4032	24hr	rep2	PLK1	0.074499015	0.034026998	Good
24	S024	A2058 	combo	24hr	rep2	PLK1	0.083661562	0.059117897	Good
25	S025	A375	DMSO	1hr	rep1	PLK1	0.143696853	0.062139281	Good
26	S026	A375	901	1hr	rep1	PLK1	0.159820223	0.037237211	Good
27	S027	A375	4032	1hr	rep1	PLK1	0.142281929	0.052374683	Good
28	S028	A375	combo	1hr	rep1	PLK1	0.126105762	0.03005439	Undet.
29	S029	A375	DMSO	3.5hr	rep1	PLK1	0.144348465	0.028444239	Good
30	S030	A375	901	6hr	rep1	PLK1	0.141137997	0.031063459	Good
31	S031	A375	4032	6hr	rep1	PLK1	0.146467389	0.039265884	Good
32	S032	A375	combo	6hr	rep1	PLK1	0.123044669	0.033143228	Good
33	S033	A375	DMSO	24hr	rep1	PLK1	0.132550197	0.027329431	Undet.
34	S034	A375	901	24hr	rep1	PLK1	0.06053814	0.031053716	Undet.
35	S035	A375	4032	24hr	rep1	PLK1	0.070715015	0.030991633	Good
36	S036	A375	combo	24hr	rep1	PLK1	0.05522021	0.031994549	Undet.
37	S037	A375	DMSO	1hr	rep2	PLK1	0.165124478	0.056567897	Good
38	S038	A375	901	1hr	rep2	PLK1	0.170375615	0.032001704	Good
39	S039	A375	4032	1hr	rep2	PLK1	0.153982778	0.027739002	Good
40	S040	A375	combo	1hr	rep2	PLK1	0.164794925	0.048019747	Good
41	S041	A375	DMSO	3.5hr	rep2	PLK1	0.135685094	0.034775767	Good
42	S042	A375	901	6hr	rep2	PLK1	0.113146786	0.040870844	Good
43	S043	A375	4032	6hr	rep2	PLK1	0.123598137	0.032142877	Good
44	S044	A375	combo	6hr	rep2	PLK1	0.096906264	0.04993896	Good
45	S045	A375	DMSO	24hr	rep2	PLK1	0.15909372	0.036063435	Good
46	S046	A375	901	24hr	rep2	PLK1	0.067612371	0.028754641	Good
47	S047	A375	4032	24hr	rep2	PLK1	0.078079005	0.02945587	Good
48	S048	A375	combo	24hr	rep2	PLK1	0.071093931	0.063373276	Good
1	S001	A2058 	DMSO	1hr	rep1	Total AMPK ALPHA	0.043675986	0.030645236	Good
2	S002	A2058 	901	1hr	rep1	Total AMPK ALPHA	0.037692984	0.045811404	Good
3	S003	A2058 	4032	1hr	rep1	Total AMPK ALPHA	0.051729814	0.043780996	Good
4	S004	A2058 	combo	1hr	rep1	Total AMPK ALPHA	0.041014262	0.074780726	Good
5	S005	A2058 	DMSO	3.5hr	rep1	Total AMPK ALPHA	0.041969872	0.03614373	Good
6	S006	A2058 	901	6hr	rep1	Total AMPK ALPHA	0.038419864	0.048281989	Good
7	S007	A2058 	4032	6hr	rep1	Total AMPK ALPHA	0.033925125	0.034654681	Good
8	S008	A2058 	combo	6hr	rep1	Total AMPK ALPHA	0.026326291	0.045080924	Good
9	S009	A2058 	DMSO	24hr	rep1	Total AMPK ALPHA	0.041675165	0.041241808	Good
10	S010	A2058 	901	24hr	rep1	Total AMPK ALPHA	0.034583078	0.039714896	Good
11	S011	A2058 	4032	24hr	rep1	Total AMPK ALPHA	0.039154439	0.046241458	Good
12	S012	A2058 	combo	24hr	rep1	Total AMPK ALPHA	0.040954522	0.036637474	Good
13	S013	A2058 	DMSO	1hr	rep2	Total AMPK ALPHA	0.05095721	0.058615344	Good
14	S014	A2058 	901	1hr	rep2	Total AMPK ALPHA	0.039348592	0.037213461	Good
15	S015	A2058 	4032	1hr	rep2	Total AMPK ALPHA	0.041517064	0.042860271	Good
16	S016	A2058 	combo	1hr	rep2	Total AMPK ALPHA	0.051361671	0.029905413	Undet.
17	S017	A2058 	DMSO	3.5hr	rep2	Total AMPK ALPHA	0.046995015	0.030936206	Good
18	S018	A2058 	901	6hr	rep2	Total AMPK ALPHA	0.048461545	0.035580647	Good
19	S019	A2058 	4032	6hr	rep2	Total AMPK ALPHA	0.047679653	0.032887273	Good
20	S020	A2058 	combo	6hr	rep2	Total AMPK ALPHA	0.043530359	0.034026706	Undet.
21	S021	A2058 	DMSO	24hr	rep2	Total AMPK ALPHA	0.030509913	0.04045171	Undet.
22	S022	A2058 	901	24hr	rep2	Total AMPK ALPHA	0.038324679	0.033653998	Good
23	S023	A2058 	4032	24hr	rep2	Total AMPK ALPHA	0.028759201	0.050777934	Good
24	S024	A2058 	combo	24hr	rep2	Total AMPK ALPHA	0.033963109	0.063131941	Good
25	S025	A375	DMSO	1hr	rep1	Total AMPK ALPHA	0.052921968	0.043169622	Undet.
26	S026	A375	901	1hr	rep1	Total AMPK ALPHA	0.0520497	0.030125328	Undet.
27	S027	A375	4032	1hr	rep1	Total AMPK ALPHA	0.050476657	0.037419071	Good
28	S028	A375	combo	1hr	rep1	Total AMPK ALPHA	0.05036314	0.03512266	Good
29	S029	A375	DMSO	3.5hr	rep1	Total AMPK ALPHA	0.051267653	0.042157351	Undet.
30	S030	A375	901	6hr	rep1	Total AMPK ALPHA	0.046208658	0.094597555	Good
31	S031	A375	4032	6hr	rep1	Total AMPK ALPHA	0.052910172	0.043111453	Good
32	S032	A375	combo	6hr	rep1	Total AMPK ALPHA	0.04812184	0.224494604	Poor
33	S033	A375	DMSO	24hr	rep1	Total AMPK ALPHA	0.048342466	0.064007298	Undet.
34	S034	A375	901	24hr	rep1	Total AMPK ALPHA	0.036665687	0.075708904	Good
35	S035	A375	4032	24hr	rep1	Total AMPK ALPHA	0.038298091	0.158669796	Undet.
36	S036	A375	combo	24hr	rep1	Total AMPK ALPHA	0.032540043	0.072054967	Good
37	S037	A375	DMSO	1hr	rep2	Total AMPK ALPHA	0.062509694	0.041957027	Good
38	S038	A375	901	1hr	rep2	Total AMPK ALPHA	0.059802952	0.026137962	Good
39	S039	A375	4032	1hr	rep2	Total AMPK ALPHA	0.055275989	0.032955666	Good
40	S040	A375	combo	1hr	rep2	Total AMPK ALPHA	0.060906834	0.06966745	Good
41	S041	A375	DMSO	3.5hr	rep2	Total AMPK ALPHA	0.047088837	0.084618873	Good
42	S042	A375	901	6hr	rep2	Total AMPK ALPHA	0.042175881	0.033777076	Good
43	S043	A375	4032	6hr	rep2	Total AMPK ALPHA	0.05169655	0.044982375	Good
44	S044	A375	combo	6hr	rep2	Total AMPK ALPHA	0.040505962	0.043272002	Good
45	S045	A375	DMSO	24hr	rep2	Total AMPK ALPHA	0.061116379	0.093378215	Good
46	S046	A375	901	24hr	rep2	Total AMPK ALPHA	0.03999237	0.064274172	Good
47	S047	A375	4032	24hr	rep2	Total AMPK ALPHA	0.04297118	0.111775977	Undet.
48	S048	A375	combo	24hr	rep2	Total AMPK ALPHA	0.051983002	0.03357527	Undet.
1	S001	A2058 	DMSO	1hr	rep1	RSK1/RSK2/RSK3	0.111592664	0.045446975	Undet.
2	S002	A2058 	901	1hr	rep1	RSK1/RSK2/RSK3	0.112077081	0.083986619	Good
3	S003	A2058 	4032	1hr	rep1	RSK1/RSK2/RSK3	0.137724568	0.04591761	Undet.
4	S004	A2058 	combo	1hr	rep1	RSK1/RSK2/RSK3	0.110585431	0.034896488	Undet.
5	S005	A2058 	DMSO	3.5hr	rep1	RSK1/RSK2/RSK3	0.110871804	0.039435521	Undet.
6	S006	A2058 	901	6hr	rep1	RSK1/RSK2/RSK3	0.087799199	0.068281571	Good
7	S007	A2058 	4032	6hr	rep1	RSK1/RSK2/RSK3	0.077072684	0.050681262	Undet.
8	S008	A2058 	combo	6hr	rep1	RSK1/RSK2/RSK3	0.063280416	0.1391003	Good
9	S009	A2058 	DMSO	24hr	rep1	RSK1/RSK2/RSK3	0.104168631	0.053992665	Undet.
10	S010	A2058 	901	24hr	rep1	RSK1/RSK2/RSK3	0.086585608	0.033592894	Undet.
11	S011	A2058 	4032	24hr	rep1	RSK1/RSK2/RSK3	0.096993753	0.074169184	Good
12	S012	A2058 	combo	24hr	rep1	RSK1/RSK2/RSK3	0.106707244	0.060995445	Good
13	S013	A2058 	DMSO	1hr	rep2	RSK1/RSK2/RSK3	0.109854956	0.048226336	Undet.
14	S014	A2058 	901	1hr	rep2	RSK1/RSK2/RSK3	0.115126638	0.051368946	Undet.
15	S015	A2058 	4032	1hr	rep2	RSK1/RSK2/RSK3	0.092617278	0.089556872	Good
16	S016	A2058 	combo	1hr	rep2	RSK1/RSK2/RSK3	0.119795396	0.046375135	Undet.
17	S017	A2058 	DMSO	3.5hr	rep2	RSK1/RSK2/RSK3	0.159220505	0.037122718	Undet.
18	S018	A2058 	901	6hr	rep2	RSK1/RSK2/RSK3	0.144766213	0.134691916	Good
19	S019	A2058 	4032	6hr	rep2	RSK1/RSK2/RSK3	0.116988535	0.052391675	Good
20	S020	A2058 	combo	6hr	rep2	RSK1/RSK2/RSK3	0.117614187	0.039238007	Undet.
21	S021	A2058 	DMSO	24hr	rep2	RSK1/RSK2/RSK3	0.062161739	0.084439331	Undet.
22	S022	A2058 	901	24hr	rep2	RSK1/RSK2/RSK3	0.105523178	0.062526712	Good
23	S023	A2058 	4032	24hr	rep2	RSK1/RSK2/RSK3	0.062803613	0.191734531	Undet.
24	S024	A2058 	combo	24hr	rep2	RSK1/RSK2/RSK3	0.077833699	0.034383205	Undet.
25	S025	A375	DMSO	1hr	rep1	RSK1/RSK2/RSK3	0.180676007	0.060634999	Undet.
26	S026	A375	901	1hr	rep1	RSK1/RSK2/RSK3	0.193373491	0.035170198	Undet.
27	S027	A375	4032	1hr	rep1	RSK1/RSK2/RSK3	0.156821773	0.09431757	Good
28	S028	A375	combo	1hr	rep1	RSK1/RSK2/RSK3	0.146034963	0.060323272	Undet.
29	S029	A375	DMSO	3.5hr	rep1	RSK1/RSK2/RSK3	0.141880735	0.034590202	Undet.
30	S030	A375	901	6hr	rep1	RSK1/RSK2/RSK3	0.157391252	0.035139091	Good
31	S031	A375	4032	6hr	rep1	RSK1/RSK2/RSK3	0.152137428	0.042290411	Undet.
32	S032	A375	combo	6hr	rep1	RSK1/RSK2/RSK3	0.118451283	0.179628153	Undet.
33	S033	A375	DMSO	24hr	rep1	RSK1/RSK2/RSK3	0.132287849	0.055766414	Good
34	S034	A375	901	24hr	rep1	RSK1/RSK2/RSK3	0.104042851	0.047526202	Good
35	S035	A375	4032	24hr	rep1	RSK1/RSK2/RSK3	0.101695101	0.03671824	Undet.
36	S036	A375	combo	24hr	rep1	RSK1/RSK2/RSK3	0.099121008	0.083304546	Good
37	S037	A375	DMSO	1hr	rep2	RSK1/RSK2/RSK3	0.197857546	0.077880713	Good
38	S038	A375	901	1hr	rep2	RSK1/RSK2/RSK3	0.17443633	0.040868062	Undet.
39	S039	A375	4032	1hr	rep2	RSK1/RSK2/RSK3	0.173712073	0.039863009	Undet.
40	S040	A375	combo	1hr	rep2	RSK1/RSK2/RSK3	0.22009336	0.14793047	Undet.
41	S041	A375	DMSO	3.5hr	rep2	RSK1/RSK2/RSK3	0.138024487	0.039488709	Undet.
42	S042	A375	901	6hr	rep2	RSK1/RSK2/RSK3	0.130147089	0.084300159	Good
43	S043	A375	4032	6hr	rep2	RSK1/RSK2/RSK3	0.141865252	0.079605237	Good
44	S044	A375	combo	6hr	rep2	RSK1/RSK2/RSK3	0.118529854	0.041793656	Good
45	S045	A375	DMSO	24hr	rep2	RSK1/RSK2/RSK3	0.177152586	0.03488303	Undet.
46	S046	A375	901	24hr	rep2	RSK1/RSK2/RSK3	0.133951999	0.032752248	Undet.
47	S047	A375	4032	24hr	rep2	RSK1/RSK2/RSK3	0.13758986	0.041007373	Undet.
48	S048	A375	combo	24hr	rep2	RSK1/RSK2/RSK3	0.178232427	0.040518824	Good
1	S001	A2058 	DMSO	1hr	rep1	p53	0.047059257	0.050965149	Good
2	S002	A2058 	901	1hr	rep1	p53	0.040435891	0.037038838	Good
3	S003	A2058 	4032	1hr	rep1	p53	0.048009617	0.052164747	Good
4	S004	A2058 	combo	1hr	rep1	p53	0.041811394	0.053386469	Good
5	S005	A2058 	DMSO	3.5hr	rep1	p53	0.046653709	0.030344558	Good
6	S006	A2058 	901	6hr	rep1	p53	0.032390154	0.053992846	Good
7	S007	A2058 	4032	6hr	rep1	p53	0.03650658	0.029927228	Good
8	S008	A2058 	combo	6hr	rep1	p53	0.028619691	0.033141928	Good
9	S009	A2058 	DMSO	24hr	rep1	p53	0.041768894	0.033104953	Good
10	S010	A2058 	901	24hr	rep1	p53	0.036416024	0.027325862	Good
11	S011	A2058 	4032	24hr	rep1	p53	0.044925823	0.022849163	Good
12	S012	A2058 	combo	24hr	rep1	p53	0.042055073	0.054617802	Good
13	S013	A2058 	DMSO	1hr	rep2	p53	0.044060071	0.025327256	Good
14	S014	A2058 	901	1hr	rep2	p53	0.045107653	0.033954136	Good
15	S015	A2058 	4032	1hr	rep2	p53	0.044890806	0.042839259	Good
16	S016	A2058 	combo	1hr	rep2	p53	0.055451478	0.042953497	Good
17	S017	A2058 	DMSO	3.5hr	rep2	p53	0.066897743	0.050669311	Good
18	S018	A2058 	901	6hr	rep2	p53	0.051069252	0.076831651	Good
19	S019	A2058 	4032	6hr	rep2	p53	0.040010912	0.079246246	Good
20	S020	A2058 	combo	6hr	rep2	p53	0.045850338	0.06735604	Undet.
21	S021	A2058 	DMSO	24hr	rep2	p53	0.033888227	0.029701788	Good
22	S022	A2058 	901	24hr	rep2	p53	0.039114988	0.037796897	Good
23	S023	A2058 	4032	24hr	rep2	p53	0.029671853	0.030810841	Good
24	S024	A2058 	combo	24hr	rep2	p53	0.033927025	0.029046945	Good
25	S025	A375	DMSO	1hr	rep1	p53	0.060646316	0.063447122	Good
26	S026	A375	901	1hr	rep1	p53	0.061739951	0.059707328	Good
27	S027	A375	4032	1hr	rep1	p53	0.051900178	0.042700016	Good
28	S028	A375	combo	1hr	rep1	p53	0.047653087	0.056564093	Good
29	S029	A375	DMSO	3.5hr	rep1	p53	0.05223899	0.025447249	Good
30	S030	A375	901	6hr	rep1	p53	0.054196345	0.056147801	Good
31	S031	A375	4032	6hr	rep1	p53	0.056692096	0.029979484	Good
32	S032	A375	combo	6hr	rep1	p53	0.042452899	0.086073632	Good
33	S033	A375	DMSO	24hr	rep1	p53	0.048824304	0.064461436	Good
34	S034	A375	901	24hr	rep1	p53	0.034353237	0.057609803	Good
35	S035	A375	4032	24hr	rep1	p53	0.038746632	0.027873625	Good
36	S036	A375	combo	24hr	rep1	p53	0.03052962	0.039773511	Good
37	S037	A375	DMSO	1hr	rep2	p53	0.06296334	0.063216831	Good
38	S038	A375	901	1hr	rep2	p53	0.053218809	0.027715032	Undet.
39	S039	A375	4032	1hr	rep2	p53	0.058055438	0.046691866	Good
40	S040	A375	combo	1hr	rep2	p53	0.067347356	0.024261247	Good
41	S041	A375	DMSO	3.5hr	rep2	p53	0.055330851	0.058962612	Good
42	S042	A375	901	6hr	rep2	p53	0.047707605	0.046650381	Good
43	S043	A375	4032	6hr	rep2	p53	0.049846554	0.029473268	Good
44	S044	A375	combo	6hr	rep2	p53	0.039258576	0.027025635	Good
45	S045	A375	DMSO	24hr	rep2	p53	0.068119992	0.045324643	Good
46	S046	A375	901	24hr	rep2	p53	0.046196357	0.02540123	Undet.
47	S047	A375	4032	24hr	rep2	p53	0.04817335	0.024087871	Good
48	S048	A375	combo	24hr	rep2	p53	0.047508161	0.060563302	Good
1	S001	A2058 	DMSO	1hr	rep1	Cyclin D1	0.174295468	0.028900144	Good
2	S002	A2058 	901	1hr	rep1	Cyclin D1	0.140272904	0.02759076	Good
3	S003	A2058 	4032	1hr	rep1	Cyclin D1	0.173755569	0.033090936	Undet.
4	S004	A2058 	combo	1hr	rep1	Cyclin D1	0.143862398	0.035564434	Undet.
5	S005	A2058 	DMSO	3.5hr	rep1	Cyclin D1	0.157194174	0.033003612	Good
6	S006	A2058 	901	6hr	rep1	Cyclin D1	0.046528148	0.096917376	Undet.
7	S007	A2058 	4032	6hr	rep1	Cyclin D1	0.04452493	0.030110591	Undet.
8	S008	A2058 	combo	6hr	rep1	Cyclin D1	0.036281892	0.039276111	Undet.
9	S009	A2058 	DMSO	24hr	rep1	Cyclin D1	0.137440971	0.045473799	Undet.
10	S010	A2058 	901	24hr	rep1	Cyclin D1	0.019150364	0.035299912	Undet.
11	S011	A2058 	4032	24hr	rep1	Cyclin D1	0.024840494	0.030268206	Good
12	S012	A2058 	combo	24hr	rep1	Cyclin D1	0.019134977	0.033546889	Undet.
13	S013	A2058 	DMSO	1hr	rep2	Cyclin D1	0.151922433	0.034953997	Undet.
14	S014	A2058 	901	1hr	rep2	Cyclin D1	0.132740504	0.027764118	Good
15	S015	A2058 	4032	1hr	rep2	Cyclin D1	0.138889287	0.031653003	Good
16	S016	A2058 	combo	1hr	rep2	Cyclin D1	0.156014476	0.025182703	Good
17	S017	A2058 	DMSO	3.5hr	rep2	Cyclin D1	0.223679908	0.024797854	Good
18	S018	A2058 	901	6hr	rep2	Cyclin D1	0.062087729	0.028746392	Good
19	S019	A2058 	4032	6hr	rep2	Cyclin D1	0.066506631	0.025535248	Good
20	S020	A2058 	combo	6hr	rep2	Cyclin D1	0.061569351	0.030625795	Good
21	S021	A2058 	DMSO	24hr	rep2	Cyclin D1	0.092886302	0.029756132	Good
22	S022	A2058 	901	24hr	rep2	Cyclin D1	0.021818301	0.033464506	Good
23	S023	A2058 	4032	24hr	rep2	Cyclin D1	0.017878067	0.080962338	Undet.
24	S024	A2058 	combo	24hr	rep2	Cyclin D1	0.018123484	0.032287376	Good
25	S025	A375	DMSO	1hr	rep1	Cyclin D1	0.532190208	0.025302739	Good
26	S026	A375	901	1hr	rep1	Cyclin D1	0.49061517	0.030519473	Good
