sampleNumber	sampleName	treatment	time	antibody	readout	cv	quality	normReadout
39	Mel133	Tm 	12hr	MEK1/2	0.0580466092024678	0.19573330506189	Undet.	7.7042410774812
40	Mel133	991	12hr	MEK1/2	0.0688383285338996	0.111004099530299	Undet.	10.2853170436054
41	Mel133	901	24hr	MEK1/2	0.0756764685295414	0.196278336315505	Good	15.3817732756464
42	Mel133	AK	24hr	MEK1/2	0.0644269063729545	0.151850112362215	Undet.	2.23916004936376
43	Mel133	Nt	24hr	MEK1/2	0.0803565150262911	0.174284812272871	Undet.	2.20733198638141
44	Mel133	PLX	24hr	MEK1/2	0.10007945188501	0.263304670658064	Undet.	36.8779293073371
45	Mel133	SR	24hr	MEK1/2	0.116431572147603	0.162502001704534	Undet.	2.79080855046296
46	Mel133	St	24hr	MEK1/2	0.0694136482364044	0.104477965084727	Undet.	8.44283209125249
47	Mel133	Tm 	24hr	MEK1/2	0.0555807647034903	0.267006727652121	Undet.	9.7828218352573
48	Mel133	991	24hr	MEK1/2	0.123155886391405	0.211746200374439	Undet.	0.332963968068265
49	Mel133	901	48hr	MEK1/2	0.163121964396591	0.0802778764392405	Undet.	0.439419112335466
50	Mel133	AK	48hr	MEK1/2	0.224864214470687	0.0805299455587092	Undet.	0.170527816174874
51	Mel133	Nt	48hr	MEK1/2	0.671081741506588	0.0554224429846658	Good	0.791635275731065
52	Mel133	PLX	48hr	MEK1/2	0.281557668135603	0.0608918455018744	Undet.	2.74750172850078
53	Mel133	SR	48hr	MEK1/2	0.649111100385902	0.0523173283245892	Undet.	4.06704042459889
54	Mel133	St	48hr	MEK1/2	0.713022297809147	0.0396367781526231	Undet.	8.98057232910961
55	Mel133	Tm 	48hr	MEK1/2	0.148792286847092	0.0597924998292506	Undet.	2.54050129257604
56	Mel133	991	48hr	MEK1/2	0.720219842554375	0.0474320294272906	Good	2.87721054666897
57	Mel133	DMSO	5min	MEK1/2	0.152608610642417	0.137176836449355	Good	2.45056350078216
58	Mel133	DMSO	15min	MEK1/2	0.1138741701588	0.120585038428894	Undet.	4.12029540391323
59	Mel133	DMSO	30min	MEK1/2	0.164553769381291	0.100152011467495	Undet.	0.823356669883458
60	Mel133	DMSO	1hr	MEK1/2	0.168938141114887	0.197083779544866	Undet.	0.738226214023815
61	Mel133	DMSO	12hr	MEK1/2	0.0771124662895791	0.152544063575762	Undet.	2.67161630300045
62	Mel133	DMSO	24hr	MEK1/2	0.174967744403583	0.0711106650745335	Undet.	0.966982709879158
63	Mel133	DMSO	48hr	MEK1/2	0.867923966022647	0.0823372870020041	Undet.	1.40592021012909
64	A2058	DMSO-2	mix	MEK1/2	0.0835459410694314	0.0904513327028995	Undet.	0.343372655066089
65	Mel133	DMSO-2	mix	MEK1/2	0.0731025287476053	0.132834320383386	Undet.	0.361620661438534
1	Mel133	901	5min	MEK1/2-pS217/221	0.525768221435407	0.11905213699591	Poor	40.1598727322147
2	Mel133	AK	5min	MEK1/2-pS217/221	0.636789187285986	0.106798109738147	Undet.	31.9185403615412
3	Mel133	Nt	5min	MEK1/2-pS217/221	0.631209750930063	0.200850762105662	Undet.	45.3076322899505
4	Mel133	PLX	5min	MEK1/2-pS217/221	0.621549049159132	0.0468361838987646	Undet.	4.58654085561813
5	Mel133	SR	5min	MEK1/2-pS217/221	0.652834980177621	0.146844678517929	Undet.	7.41668072883977
6	Mel133	St	5min	MEK1/2-pS217/221	0.713353002726584	0.085950815344861	Poor	24.520009580779
7	Mel133	Tm 	5min	MEK1/2-pS217/221	0.197324142446008	0.116045758831466	Good	1.02645532973812
8	Mel133	991	5min	MEK1/2-pS217/221	0.503387792088768	0.107919297488498	Good	1.28342182294905
9	Mel133	901	15min	MEK1/2-pS217/221	0.511076084600729	0.141684927774555	Good	1.32122394747319
10	Mel133	AK	15min	MEK1/2-pS217/221	0.34852946458049	0.0883653921700627	Undet.	19.6354747803305
11	Mel133	Nt	15min	MEK1/2-pS217/221	0.379129102957297	0.123287079677487	Undet.	25.2095458459579
12	Mel133	PLX	15min	MEK1/2-pS217/221	0.35725793582863	0.0750907685035383	Undet.	28.7051838818194
13	Mel133	SR	15min	MEK1/2-pS217/221	0.495581587921278	0.106312195474194	Good	12.2528029638181
14	Mel133	St	15min	MEK1/2-pS217/221	0.658981811814969	0.0860893802622886	Undet.	24.5432094116874
15	Mel133	Tm 	15min	MEK1/2-pS217/221	0.531064739273975	0.128107423910623	Good	17.4548995226667
16	Mel133	991	15min	MEK1/2-pS217/221	0.502482063662683	0.0801784768134288	Undet.	31.6648619901576
17	Mel133	901	30min	MEK1/2-pS217/221	0.427944608752673	0.0625210031169448	Undet.	10.2149995486275
18	Mel133	AK	30min	MEK1/2-pS217/221	0.360348572399244	0.147324664455765	Undet.	11.2266956871579
19	Mel133	Nt	30min	MEK1/2-pS217/221	0.431996243207207	0.120896082351892	Good	7.2718997409754
20	Mel133	PLX	30min	MEK1/2-pS217/221	0.384956172502844	0.0876086562935835	Undet.	9.40339045428748
21	Mel133	SR	30min	MEK1/2-pS217/221	0.446566171051728	0.0570150492635328	Undet.	7.2618426208511
22	Mel133	St	30min	MEK1/2-pS217/221	0.537451092445338	0.180610482000932	Good	9.57503127449326
23	Mel133	Tm 	30min	MEK1/2-pS217/221	0.586450878620083	0.0835994704666871	Undet.	0.684382564059897
24	Mel133	991	30min	MEK1/2-pS217/221	0.51920137340089	0.123417320598857	Good	0.404068830026568
25	Mel133	901	1hr	MEK1/2-pS217/221	0.385998118334721	0.116345899288664	Good	0.2788949547713
26	Mel133	AK	1hr	MEK1/2-pS217/221	0.43996890581438	0.149563421502333	Undet.	0.276936557948744
27	Mel133	Nt	1hr	MEK1/2-pS217/221	0.546983237429346	0.183005926538418	Good	14.3939707345315
28	Mel133	PLX	1hr	MEK1/2-pS217/221	0.241093113331599	0.173224944777276	Good	19.5814915094257
29	Mel133	SR	1hr	MEK1/2-pS217/221	0.445999301882545	0.120468283754785	Undet.	15.8048118724711
30	Mel133	St	1hr	MEK1/2-pS217/221	0.605777301431897	0.0827257194711408	Good	6.36276406483052
31	Mel133	Tm 	1hr	MEK1/2-pS217/221	0.446845015670524	0.0869342597371945	Undet.	4.72045602364709
32	Mel133	991	1hr	MEK1/2-pS217/221	0.753890986091506	0.0579773015123734	Good	7.67978151889256
33	Mel133	901	12hr	MEK1/2-pS217/221	0.347351145343648	0.0490145687563336	Good	14.1243380178999
34	Mel133	AK	12hr	MEK1/2-pS217/221	0.215423446752146	0.0948144179141486	Undet.	18.6191829330221
35	Mel133	Nt	12hr	MEK1/2-pS217/221	0.392583898254729	0.0611674671260191	Undet.	40.2225844968972
36	Mel133	PLX	12hr	MEK1/2-pS217/221	0.236629434186337	0.0675088675649647	Good	6.04856724649178
37	Mel133	SR	12hr	MEK1/2-pS217/221	0.235369012967907	0.0642393323065203	Good	1.24192925543979
38	Mel133	St	12hr	MEK1/2-pS217/221	0.279979420476998	0.157989626697043	Good	10.7634783183639
39	Mel133	Tm 	12hr	MEK1/2-pS217/221	0.348101849088823	0.112213532269852	Good	6.60493456843519
40	Mel133	991	12hr	MEK1/2-pS217/221	0.296998406208241	0.0894526547660209	Good	2.63523064483804
41	Mel133	901	24hr	MEK1/2-pS217/221	0.258264639232784	0.0565744742246009	Undet.	1.99488945192657
42	Mel133	AK	24hr	MEK1/2-pS217/221	0.220485996915889	0.0753672845826313	Undet.	3.55805039324147
43	Mel133	Nt	24hr	MEK1/2-pS217/221	0.362699280864864	0.0771500140134323	Undet.	6.39488215165547
44	Mel133	PLX	24hr	MEK1/2-pS217/221	0.21584595597259	0.150245138419678	Good	7.78673629904992
45	Mel133	SR	24hr	MEK1/2-pS217/221	0.373008057034817	0.0825892417172109	Good	16.6737755501127
46	Mel133	St	24hr	MEK1/2-pS217/221	0.490782990817187	0.181727141672616	Undet.	0.268164189883016
47	Mel133	Tm 	24hr	MEK1/2-pS217/221	0.316743744103732	0.243354774141289	Undet.	0.719426509430914
48	Mel133	991	24hr	MEK1/2-pS217/221	0.564014042570869	0.165656006553169	Good	1.04442549007532
49	Mel133	901	48hr	MEK1/2-pS217/221	0.961010324278168	0.0922129114479329	Undet.	2.58906148818603
50	Mel133	AK	48hr	MEK1/2-pS217/221	0.873220909255211	0.141092854960753	Good	2.91553848557373
51	Mel133	Nt	48hr	MEK1/2-pS217/221	1.9439701900397	0.0675578765785269	Good	3.90456679817533
52	Mel133	PLX	48hr	MEK1/2-pS217/221	0.658424076418698	0.0683590170805653	Good	3.08552665745474
53	Mel133	SR	48hr	MEK1/2-pS217/221	2.08112674656958	0.0889652323382624	Good	3.78271570333454
54	Mel133	St	48hr	MEK1/2-pS217/221	2.28712437632147	0.0706968811448265	Good	2.96884101369882
55	Mel133	Tm 	48hr	MEK1/2-pS217/221	0.95477692360662	0.0824693767691361	Undet.	4.58279931233595
56	Mel133	991	48hr	MEK1/2-pS217/221	3.1723369820027	0.0552707945856935	Good	1.36972922843917
57	Mel133	DMSO	5min	MEK1/2-pS217/221	0.867828235085599	0.158426174842311	Good	0.73218245135418
58	Mel133	DMSO	15min	MEK1/2-pS217/221	0.686091994993433	0.069235038865807	Undet.	1.73420202110469
59	Mel133	DMSO	30min	MEK1/2-pS217/221	0.838589088139225	0.06202270881771	Undet.	0.412971995535975
60	Mel133	DMSO	1hr	MEK1/2-pS217/221	0.51806219254145	0.207016029950655	Undet.	1.26611542146127
61	Mel133	DMSO	12hr	MEK1/2-pS217/221	0.378895106824014	0.0917211455088476	Good	1.79834570384191
62	Mel133	DMSO	24hr	MEK1/2-pS217/221	0.56891264812445	0.130663562019651	Undet.	9.99048776085628
63	Mel133	DMSO	48hr	MEK1/2-pS217/221	2.16228130297934	0.039797454113172	Undet.	5.2893732838259
64	A2058	DMSO-2	mix	MEK1/2-pS217/221	0.275746553398341	0.0836707221883074	Undet.	2.00055634533862
65	Mel133	DMSO-2	mix	MEK1/2-pS217/221	0.284881618631649	0.0930729581611967	Good	1.52790729067465
1	Mel133	901	5min	MET	1.84803949475849	0.13990219986931	Undet.	13.8450979400666
2	Mel133	AK	5min	MET	1.5623849669469	0.199014760606612	Good	9.11318146225596
3	Mel133	Nt	5min	MET	1.86505113693413	0.128338855175923	Undet.	29.0406548267116
4	Mel133	PLX	5min	MET	1.60335490080947	0.105110948315274	Undet.	2.61912469133517
5	Mel133	SR	5min	MET	1.39044175009624	0.14867926533605	Undet.	2.35810778673917
6	Mel133	St	5min	MET	1.62680555447224	0.147304834043313	Undet.	2.30045027660929
7	Mel133	Tm 	5min	MET	2.14017763551685	0.0466594004120903	Undet.	0.329663367044666
8	Mel133	991	5min	MET	1.87815404380453	0.131266203208935	Undet.	0.255190709622077
9	Mel133	901	15min	MET	1.84838039327297	0.158894889865032	Poor	0.382859317247324
10	Mel133	AK	15min	MET	1.68604325025684	0.152592668514795	Undet.	7.11385892181259
11	Mel133	Nt	15min	MET	1.78976019988097	0.133590375988196	Undet.	7.8008905937579
12	Mel133	PLX	15min	MET	1.88803961177646	0.137759999543716	Undet.	13.5448569820027
13	Mel133	SR	15min	MET	1.82321006080034	0.150084865941137	Undet.	2.92273154506226
14	Mel133	St	15min	MET	1.79342409499589	0.184128200471567	Undet.	5.15341447670072
15	Mel133	Tm 	15min	MET	1.90915730981341	0.193132351783939	Undet.	11.5893545284952
16	Mel133	991	15min	MET	2.27657202588805	0.162361436492527	Good	3.10884560176533
17	Mel133	901	30min	MET	2.45038966685767	0.228714791993986	Undet.	4.29353080803134
18	Mel133	AK	30min	MET	2.01716081168988	0.17818918023881	Undet.	2.99134725556634
19	Mel133	Nt	30min	MET	1.36712067393836	0.170798250480769	Undet.	2.54642135545258
20	Mel133	PLX	30min	MET	1.80574235515242	0.169794400524052	Undet.	2.45987164813663
21	Mel133	SR	30min	MET	1.93636525306741	0.115755277635453	Undet.	4.93105384235452
22	Mel133	St	30min	MET	1.36697962347391	0.156439119180487	Undet.	0.369902846235963
23	Mel133	Tm 	30min	MET	1.56101880053725	0.108225754764127	Undet.	0.086504486622772
24	Mel133	991	30min	MET	1.40747000577284	0.134131849210747	Undet.	0.123869174991991
25	Mel133	901	1hr	MET	1.45278453471537	0.158644525342645	Undet.	4.72174066160942
26	Mel133	AK	1hr	MET	1.60704206130127	0.222387218037453	Undet.	3.26782529292782
27	Mel133	Nt	1hr	MET	1.907777349556	0.177968704598475	Undet.	3.99727738804996
28	Mel133	PLX	1hr	MET	1.37119395398277	0.199466378315241	Undet.	2.02208536662374
29	Mel133	SR	1hr	MET	1.40659426365433	0.15860582556567	Undet.	1.65046740375478
30	Mel133	St	1hr	MET	1.38228934731898	0.161896464197797	Undet.	2.05927909641158
31	Mel133	Tm 	1hr	MET	1.651396548232	0.120204315615181	Undet.	6.64437954342362
32	Mel133	991	1hr	MET	2.13621368403385	0.122837748048325	Undet.	7.3928227579821
33	Mel133	901	12hr	MET	1.30473423500465	0.246702542257529	Undet.	4.86890783633426
34	Mel133	AK	12hr	MET	0.850021813773672	0.148657160921882	Undet.	5.1266217643082
35	Mel133	Nt	12hr	MET	1.32552335537756	0.184417496635106	Undet.	0.784291837629389
36	Mel133	PLX	12hr	MET	2.48694390477821	0.17434801176013	Undet.	0.544602036960939
37	Mel133	SR	12hr	MET	1.51682257764764	0.203530077202484	Undet.	6.23208115707359
38	Mel133	St	12hr	MET	2.02069107521611	0.216222658797697	Undet.	0.558367327151713
39	Mel133	Tm 	12hr	MET	1.58880401275839	0.221368994683309	Undet.	0.500283371012136
40	Mel133	991	12hr	MET	1.77219850067788	0.183603631318746	Good	0.847836283533259
41	Mel133	901	24hr	MET	2.1278866215224	0.290009534881454	Poor	1.83570847088758
42	Mel133	AK	24hr	MET	1.98312062645774	0.321062265249689	Undet.	1.7188219257234
43	Mel133	Nt	24hr	MET	2.04672175752126	0.0951400932917395	Undet.	2.76051248005477
44	Mel133	PLX	24hr	MET	2.20548807724386	0.229310739688107	Good	0.108908442825829
45	Mel133	SR	24hr	MET	2.43327747406377	0.18845958826582	Undet.	0.0894744040046822
46	Mel133	St	24hr	MET	1.87631098774024	0.156936018562694	Undet.	0.512977749744333
47	Mel133	Tm 	24hr	MET	1.59037780194774	0.207299196615382	Undet.	1.12165788534205
48	Mel133	991	24hr	MET	2.81919906522432	0.172018192298144	Undet.	1.15337044792805
49	Mel133	901	48hr	MET	1.96757037711635	0.0476446893942914	Good	2.03927399392567
50	Mel133	AK	48hr	MET	3.05823911739858	0.0558477980660014	Undet.	0.811892005442918
51	Mel133	Nt	48hr	MET	4.79361787617988	0.0679152435070533	Good	1.02159401486896
52	Mel133	PLX	48hr	MET	2.54782407167821	0.0568976834884661	Good	1.76330650364701
53	Mel133	SR	48hr	MET	4.596501960055	0.0755315490733693	Good	0.645718019375536
54	Mel133	St	48hr	MET	5.00428684656377	0.0782449284087604	Good	0.564116385131798
55	Mel133	Tm 	48hr	MET	2.28505350114062	0.0485524939653245	Undet.	0.492463063523833
56	Mel133	991	48hr	MET	5.71967908069197	0.129251474008075	Undet.	0.247537267644815
57	Mel133	DMSO	5min	MET	3.31527732568025	0.0681301099892073	Good	0.301899632091883
58	Mel133	DMSO	15min	MET	2.42357171634715	0.0472027614975256	Undet.	0.344305075679947
59	Mel133	DMSO	30min	MET	2.43211704842352	0.101249881345982	Undet.	1.88849049442217
60	Mel133	DMSO	1hr	MET	3.14112105067956	0.0625964761639587	Undet.	1.14518664351573
61	Mel133	DMSO	12hr	MET	2.05672468063638	0.13063261228231	Undet.	1.23303437926046
62	Mel133	DMSO	24hr	MET	3.74254901310969	0.112243762996875	Undet.	7.51111089681874
63	Mel133	DMSO	48hr	MET	6.51100798950241	0.098157241674304	Good	6.71985667890755
64	A2058	DMSO-2	mix	MET	2.14531114152913	0.238011986134376	Undet.	3.71595235103217
65	Mel133	DMSO-2	mix	MET	2.14912197299986	0.165768765462498	Good	3.62098300626665
1	Mel133	901	5min	MET-pY1234/5	0.770260908837788	0.0412592509358478	Undet.	7.05666410162451
2	Mel133	AK	5min	MET-pY1234/5	0.73729339831986	0.0988958793811857	Undet.	7.3729029080176
3	Mel133	Nt	5min	MET-pY1234/5	0.814969326530065	0.0724920572434439	Undet.	0.754341241936783
4	Mel133	PLX	5min	MET-pY1234/5	0.854520517568176	0.12480484315078	Undet.	2.46049459035647
5	Mel133	SR	5min	MET-pY1234/5	0.75922514524763	0.0467913820208561	Undet.	1.66933257305164
6	Mel133	St	5min	MET-pY1234/5	0.760222309251074	0.0950681643430581	Undet.	0.249644552948109
7	Mel133	Tm 	5min	MET-pY1234/5	0.553424590887722	0.0456265109137656	Undet.	0.241540271841038
8	Mel133	991	5min	MET-pY1234/5	0.657702296601822	0.0682047470999963	Undet.	0.17322465888511
9	Mel133	901	15min	MET-pY1234/5	0.584831369025661	0.0862099687646708	Undet.	4.49547158931369
10	Mel133	AK	15min	MET-pY1234/5	0.653878842417013	0.112338861185642	Good	3.96217712877972
11	Mel133	Nt	15min	MET-pY1234/5	0.754250808869832	0.050771288091235	Good	2.00219338419973
12	Mel133	PLX	15min	MET-pY1234/5	0.917586902909209	0.0767171046151438	Good	2.02538070536532
13	Mel133	SR	15min	MET-pY1234/5	0.69509040002449	0.0678995432266291	Undet.	4.66990865350787
14	Mel133	St	15min	MET-pY1234/5	0.788737855340788	0.101849903050314	Good	5.09409861851133
15	Mel133	Tm 	15min	MET-pY1234/5	0.741300483548057	0.0867994573125733	Undet.	1.17494522651479
16	Mel133	991	15min	MET-pY1234/5	0.912004420974208	0.0730500532839462	Undet.	3.0412407808767
17	Mel133	901	30min	MET-pY1234/5	0.77654459299563	0.0801944729522549	Undet.	2.82213018035844
18	Mel133	AK	30min	MET-pY1234/5	0.732258141793971	0.122907949516439	Good	1.5417349775031
19	Mel133	Nt	30min	MET-pY1234/5	0.86346810921629	0.0586126092791136	Good	1.03371166580008
20	Mel133	PLX	30min	MET-pY1234/5	1.02990421337539	0.0641667547002807	Good	1.7586689495081
21	Mel133	SR	30min	MET-pY1234/5	0.976100569819234	0.0603947163624049	Undet.	0.200569990264627
22	Mel133	St	30min	MET-pY1234/5	0.973857702031495	0.0962889030932639	Undet.	0.073264621280536
23	Mel133	Tm 	30min	MET-pY1234/5	1.08487872260527	0.0578672636416106	Good	0.0894896098248623
24	Mel133	991	30min	MET-pY1234/5	0.877417325119984	0.0812831368410775	Undet.	2.85463756165992
25	Mel133	901	1hr	MET-pY1234/5	0.597553607589151	0.0512139242001808	Undet.	2.81255216185652
26	Mel133	AK	1hr	MET-pY1234/5	0.749437102038455	0.119750340646139	Good	3.55760678441468
27	Mel133	Nt	1hr	MET-pY1234/5	0.77532221561832	0.175248499244744	Good	1.10647093733095
28	Mel133	PLX	1hr	MET-pY1234/5	0.601157562487864	0.115027235843567	Undet.	1.14459378821833
29	Mel133	SR	1hr	MET-pY1234/5	0.597420713874567	0.0882529024287348	Undet.	2.46412968436892
30	Mel133	St	1hr	MET-pY1234/5	0.616180680999091	0.0965527307823495	Good	3.02288364559478
31	Mel133	Tm 	1hr	MET-pY1234/5	1.15588062945032	0.100322702496672	Good	5.13523419661827
32	Mel133	991	1hr	MET-pY1234/5	0.856132765021341	0.0909523211351171	Undet.	14.1912687040894
33	Mel133	901	12hr	MET-pY1234/5	0.501554283003656	0.0446035430356986	Undet.	2.46325928087412
34	Mel133	AK	12hr	MET-pY1234/5	0.515992105441577	0.070314178242342	Undet.	0.396523744045212
35	Mel133	Nt	12hr	MET-pY1234/5	0.658055446274643	0.0612378231837521	Undet.	5.0757602746649
36	Mel133	PLX	12hr	MET-pY1234/5	0.50754515562713	0.0576317413780258	Good	0.358251189346892
37	Mel133	SR	12hr	MET-pY1234/5	0.51712373865497	0.0634278832948717	Good	0.230820488556699
38	Mel133	St	12hr	MET-pY1234/5	0.475027805389808	0.0563227238671561	Undet.	5.20711301691983
39	Mel133	Tm 	12hr	MET-pY1234/5	0.425790765290822	0.0595070620616235	Undet.	0.876083206351432
40	Mel133	991	12hr	MET-pY1234/5	0.559934366992852	0.0455927820249254	Good	1.05063287673243
41	Mel133	901	24hr	MET-pY1234/5	0.485416564641902	0.0491395698497351	Good	1.66962722887835
42	Mel133	AK	24hr	MET-pY1234/5	0.373795376017681	0.0467316838554841	Undet.	0.0616676166826886
43	Mel133	Nt	24hr	MET-pY1234/5	0.512127345809403	0.0560337720505299	Good	0.0591144760388115
44	Mel133	PLX	24hr	MET-pY1234/5	0.575758118312726	0.0822981727919272	Undet.	0.0651193697502063
45	Mel133	SR	24hr	MET-pY1234/5	0.721666025210293	0.0726408151603136	Good	0.567700621653847
46	Mel133	St	24hr	MET-pY1234/5	0.470344206977979	0.0533182882221825	Good	0.428971977690642
47	Mel133	Tm 	24hr	MET-pY1234/5	0.341858921249755	0.0575585152220731	Undet.	0.703924043089466
48	Mel133	991	24hr	MET-pY1234/5	0.615554462087256	0.0519437296666168	Good	0.566550517673302
49	Mel133	901	48hr	MET-pY1234/5	0.403595023250077	0.0450803649604918	Good	0.37338623009109
50	Mel133	AK	48hr	MET-pY1234/5	0.742879841793609	0.0534705745231757	Good	0.854594963232563
51	Mel133	Nt	48hr	MET-pY1234/5	2.02934088450396	0.0642597830792763	Good	0.190515654481417
52	Mel133	PLX	48hr	MET-pY1234/5	0.709119726267551	0.0611572715754334	Good	0.280636473256911
53	Mel133	SR	48hr	MET-pY1234/5	1.89852382610761	0.0625985125194361	Good	0.177273089620588
54	Mel133	St	48hr	MET-pY1234/5	2.73121155244769	0.113928265913946	Good	0.208714355064534
55	Mel133	Tm 	48hr	MET-pY1234/5	0.857711405635063	0.0391811503482805	Good	0.121899113464002
56	Mel133	991	48hr	MET-pY1234/5	1.88052490072476	0.040286728704753	Good	0.367609294385957
57	Mel133	DMSO	5min	MET-pY1234/5	0.988906294366033	0.0373919642458824	Good	0.71236002223377
58	Mel133	DMSO	15min	MET-pY1234/5	0.73359905103004	0.0583131721101946	Good	0.43869589130682
59	Mel133	DMSO	30min	MET-pY1234/5	1.09420706654721	0.0902331165065232	Undet.	3.99173735314296
60	Mel133	DMSO	1hr	MET-pY1234/5	0.985938526728245	0.105389644463904	Good	3.2550468192381
61	Mel133	DMSO	12hr	MET-pY1234/5	0.571865834642365	0.0620949639061263	Good	3.02722835542702
62	Mel133	DMSO	24hr	MET-pY1234/5	0.868983907070834	0.051822887977576	Good	6.26638074392332
63	Mel133	DMSO	48hr	MET-pY1234/5	2.14498563147349	0.0766240840964713	Good	2.55303525120001
64	A2058	DMSO-2	mix	MET-pY1234/5	1.48815564701197	0.0559351767110225	Good	0.524268490496873
65	Mel133	DMSO-2	mix	MET-pY1234/5	0.581199663133757	0.0532230120211279	Good	0.594978324359635
1	Mel133	901	5min	MITF	0.025079429438901	0.164284252778624	Poor	19.9810750991461
2	Mel133	AK	5min	MITF	0.0381036230691971	0.110382942846353	Poor	17.6539386190696
3	Mel133	Nt	5min	MITF	0.0340586580465128	0.361325798430455	Poor	1.97294806214188
4	Mel133	PLX	5min	MITF	0.0203494825521847	0.161859519074839	Poor	5.08841323057994
5	Mel133	SR	5min	MITF	0.0135202097115849	0.537320874484671	Poor	0.887213453479223
6	Mel133	St	5min	MITF	0.0384666750777139	0.126780481775599	Poor	0.700008905410304
7	Mel133	Tm 	5min	MITF	0.0279287935474731	0.181103799079445	Poor	0.63603646172168
8	Mel133	991	5min	MITF	0.0590307693061266	0.140346380018737	Poor	1.08637711893235
9	Mel133	901	15min	MITF	0.0508888374941464	0.115013370805579	Poor	18.0935267533496
10	Mel133	AK	15min	MITF	0.0233815572858108	0.317214912960952	Poor	9.97573264917099
11	Mel133	Nt	15min	MITF	0.0418435079054024	0.113132253005494	Poor	17.0654383113665
12	Mel133	PLX	15min	MITF	0.0505684858722929	0.0941350774032913	Poor	9.82146846662081
13	Mel133	SR	15min	MITF	0.0372852500566704	0.340097759133253	Poor	9.42638361004967
14	Mel133	St	15min	MITF	0.0554128106459239	0.116566695768735	Undet.	14.896605053447
15	Mel133	Tm 	15min	MITF	0.0488954933901314	0.194054006420886	Poor	6.82459033191723
16	Mel133	991	15min	MITF	0.03139909602209	0.192993822049732	Poor	5.42562206698528
17	Mel133	901	30min	MITF	0.0514310351752541	0.0801175143424529	Undet.	3.77462710978492
18	Mel133	AK	30min	MITF	0.0506296691982659	0.136337525938381	Poor	4.17407530496721
19	Mel133	Nt	30min	MITF	0.0249386364202134	0.145597854086025	Poor	1.89520759706781
20	Mel133	PLX	30min	MITF	0.0666501049656136	0.0606658259086155	Undet.	0.352104800172387
21	Mel133	SR	30min	MITF	0.0644644327793849	0.075299111844838	Undet.	0.13138507337957
22	Mel133	St	30min	MITF	0.0381618023851966	0.112580999723003	Poor	0.250669635230109
23	Mel133	Tm 	30min	MITF	0.0444036208582237	0.0882361534375247	Poor	5.67676752371042
24	Mel133	991	30min	MITF	0.0448522415813991	0.0886105354368099	Poor	10.535773588062
25	Mel133	901	1hr	MITF	0.0354668785186591	0.188638891392682	Poor	12.7112419287154
26	Mel133	AK	1hr	MITF	0.0556591576477371	0.253691447162294	Poor	3.64911365377636
27	Mel133	Nt	1hr	MITF	0.0848651023445638	0.24359517660313	Undet.	2.71940357601103
28	Mel133	PLX	1hr	MITF	0.041930296582773	0.169382458705335	Undet.	3.22400330587425
29	Mel133	SR	1hr	MITF	0.0416969275029094	0.0794882795468611	Poor	8.57688741817614
30	Mel133	St	1hr	MITF	0.0480260000170661	0.0935868809966684	Poor	7.3305571441795
31	Mel133	Tm 	1hr	MITF	0.0485125202774639	0.107299239450712	Poor	39.4168352461951
32	Mel133	991	1hr	MITF	0.0691684608380946	0.0745809382151393	Poor	2.41116240953954
33	Mel133	901	12hr	MITF	0.0211952906115205	0.174265040247893	Poor	1.37281424870198
34	Mel133	AK	12hr	MITF	0.0359011210663121	0.156945540853171	Undet.	0.819791581031536
35	Mel133	Nt	12hr	MITF	0.0704629265285134	0.163241761380745	Undet.	1.13458519445806
36	Mel133	PLX	12hr	MITF	0.0319914428265795	1.55215199697566	Poor	0.95294513847622
37	Mel133	SR	12hr	MITF	0.0241664891066763	0.245702072687157	Poor	2.17017004480581
38	Mel133	St	12hr	MITF	0.0421199238368961	0.15511424863978	Poor	2.85269455553819
39	Mel133	Tm 	12hr	MITF	0.0466860235524757	0.272822768775989	Poor	6.06375757292671
40	Mel133	991	12hr	MITF	0.0416296460994955	0.102084000784299	Undet.	0.0865830632056915
41	Mel133	901	24hr	MITF	0.0519175987209884	0.0826915623766846	Undet.	0.156504778600693
42	Mel133	AK	24hr	MITF	0.0542681514572795	0.0846693598756798	Poor	0.695073591723588
43	Mel133	Nt	24hr	MITF	0.034622018178491	0.10440789365918	Poor	1.52925456692257
44	Mel133	PLX	24hr	MITF	0.066360775480955	0.079700717209265	Poor	1.02651563310612
45	Mel133	SR	24hr	MITF	0.0723030290675041	0.0700251596125044	Undet.	1.79608028475803
46	Mel133	St	24hr	MITF	0.0412368043913212	0.10938847297223	Poor	1.07683514692292
47	Mel133	Tm 	24hr	MITF	0.0359851062454425	0.123909619798172	Poor	0.792829562307413
48	Mel133	991	24hr	MITF	0.0753361827961039	0.0668765927294105	Poor	2.30309494811484
49	Mel133	901	48hr	MITF	0.0843961070732796	0.0766184715394653	Undet.	0.424762464617491
50	Mel133	AK	48hr	MITF	0.130685532014566	0.150445553386259	Undet.	0.670475669800027
51	Mel133	Nt	48hr	MITF	0.34607253495015	0.0769012874834862	Undet.	0.421684079489907
52	Mel133	PLX	48hr	MITF	0.124553407978246	0.0599029775069373	Undet.	0.515559600644135
53	Mel133	SR	48hr	MITF	0.319345248258588	0.0723764781937133	Undet.	0.835174071295373
54	Mel133	St	48hr	MITF	0.318742008253469	0.0902148456981568	Good	1.21866558648803
