AntibodyLabel,Source,NodeName,Gene_Symbol,Sites,Effect
p38.R.V_GBL1113200,MDACC,p38,MAPK14,NA,c
p38.R.V_GBL1114891,MDACC,p38,MAPK14,NA,c
p38(V)_GBL9007900,MDACC,p38,MAPK14,NA,c
P44_42_MAPK,MSKCC,ERK1,MAPK3,NA,c
P44_42_MAPK,MSKCC,ERK2,MAPK1,NA,c
p44.42.MAPK,MSKCC,ERK1,MAPK3,NA,c
p44.42.MAPK,MSKCC,ERK2,MAPK1,NA,c
p44/42 MAPK (ERK1/2),MSKCC,ERK1,MAPK3,NA,c
p44/42 MAPK (ERK1/2),MSKCC,ERK2,MAPK1,NA,c
p44/42 MAPK (Erk1/2) (phospho.Thr202/Thr185,MSKCC,ERK1,MAPK3,T202|T185,NA
p44/42 MAPK (Erk1/2) (phospho.Thr202/Thr185,MSKCC,ERK2,MAPK1,T202|T185,NA
P53,MSKCC,p53,TP53,NA,c
p53,MSKCC,p53,TP53,NA,c
p53_RS002735989,MDACC,p53,TP53,NA,c
p53_RS00275805 (1_5000),MDACC,p53,TP53,NA,c
p53_RS00276012,MDACC,p53,TP53,NA,c
p53_V,MDACC,p53,TP53,NA,c
p53.R.C_GBL1033956,MDACC,p53,TP53,NA,c
p53.R.C_GBL1113202,MDACC,p53,TP53,NA,c
p53.R.C_GBL1114892,MDACC,p53,TP53,NA,c
p53.R.V_GBL.9012870,MDACC,p53,TP53,NA,c
p53.R.V_GBL.9012903,MDACC,p53,TP53,NA,c
p53.R.V_GBL.9013886,MDACC,p53,TP53,NA,c
p53.R.V_GBL9026346,MDACC,p53,TP53,NA,c
p53(V)_GBL9008550,MDACC,p53,TP53,NA,c
P53_PS15,MDACC,p53_pS15,TP53,S15,i
P53BP1,MDACC,p53,TP53,NA,c
p53BP1,MDACC,p53,TP53,NA,c
P57,MDACC,P57,CDKN1C,NA,c
P57.KIP2,MDACC,P57.KIP2,CDKN1C,NA,c
p62.Lck.ligand,MDACC,P62,LCK,NA,c
P62LCKLIGAND,MDACC,P62,LCK,NA,c
P62,MDACC,P62,LCK,NA,c
P70S6K,MDACC,p70S6K1,RPS6KB1,NA,c
p70 S6 Kinase,MSKCC,p70S6K,RPS6KB1,NA,c
p70 S6 Kinase (phospho.Thr389),MSKCC,p70S6K_pT389,RPS6KB1,T389,a
P70S6K_PS371,MDACC,p70S6KpT371,RPS6KB1,T371,a
P70S6K_PT389,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70.S6K_pT389.R.V_GBL1033811,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70.S6K_pT389.R.V_GBL1113205,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70.S6K_pT389.R.V_GBL1114894,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70.S6K1,MDACC,p70S6K1,RPS6KB1,NA,c
p70.S6K1.R.V_GBL1033810,MDACC,p70S6K1,RPS6KB1,NA,c
p70.S6K1.R.V_GBL1113204,MDACC,p70S6K1,RPS6KB1,NA,c
p70.S6K1.R.V_GBL1114893,MDACC,p70S6K1,RPS6KB1,NA,c
p70.S6K_pT389,MDACC,p70S6kpT389,RPS6KB1,T389,a
p70S6K_pT389,MDACC,p70S6kpT389,RPS6KB1,T389,a
p70S6k_pT389,MDACC,p70S6kpT389,RPS6KB1,T389,a
p70S6k_pT389_RS00269155,MDACC,p70S6kpT389,RPS6KB1,T389,a
p70S6K_pT389_Rs00275816,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70S6K_pT389_V,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70S6K_pT389.R.V_GBL.9013888,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70S6K_pT389.R.V_GBL9026255,MDACC,p70S6KpT389,RPS6KB1,T389|T412,a
p70S6K_pT389(V)_GBL9008551,MDACC,p70S6KpT389,RPS6KB1,T389,a
p70S6k_RS00269156,MDACC,p70S6k,RPS6KB1,NA,c
p70S6K_RS00275817,MDACC,p70S6K,RPS6KB1,NA,c
p70S6K,MDACC,p70S6K,RPS6KB1,NA,c
p70S6k,MDACC,p70S6K,RPS6KB1,NA,c
p70S6K_V,MDACC,p70S6K,RPS6KB1,NA,c
p70S6K.R.V_GBL.9013887,MDACC,p70S6K,RPS6KB1,NA,c
p70S6K.R.V_GBL9026254,MDACC,p70S6K,RPS6KB1,NA,c
p70S6K(V)_GBL9008371,MDACC,p70S6K,RPS6KB1,NA,c
P85PI3K,MDACC,p85PI3K,PIK3R1,NA,c
p85_PI3K,MDACC,p85PI3K,PIK3R1,NA,c
p85_PI3K_RS00267488,MDACC,p85PI3K,PIK3R1,NA,c
p85_PI3K_RS00275456,MDACC,p85PI3K,PIK3R1,NA,c
p85_PI3K_RS00275809,MDACC,p85PI3K,PIK3R1,NA,c
p90 S6 kinase (Rsk1.3) (phospho.Thr359,NA,p90RSKpT359,RPS6KA1,T359,a
p90 S6 kinase (Rsk1.3) (phospho.Thr359,NA,p90RSKpT359,RPS6KA1,T359,a
p90 S6 kinase (Rsk1.3) (phospho.Thr359,NA,p90RSKpT359,RPS6KA1,T359,a
P90RSK_PT573,MDACC,p90RSKpT573,RPS6KA1,T573,a
P90RSK,MDACC,p90RSK,RPS6KA1,NA,c
p90RSK,MDACC,p90RSK,RPS6KA1,NA,c
p90RSK_GBL9008510,MDACC,p90RSK,RPS6KA1,NA,c
p90RSK_pT359,MDACC,p90RSKpT359,RPS6KA1,T359,a
P90RSK_PT359,MDACC,p90RSKpT359,RPS6KA1,T359,a
p90RSK_pT359_C,MDACC,p90RSKpT359,RPS6KA1,T359,a
p90RSK_pT359_RS00273607,MDACC,p90RSKpT359,RPS6KA1,T359,a
p90RSK_pT359_RS00275698,MDACC,p90RSKpT359,RPS6KA1,T359,a
p90RSK_pT359_RS00276598  (1_500),MDACC,p90RSKpT359,RPS6KA1,T359,a
P90RSK_PT359_S363,MDACC,p90RSKpT359S363,RPS6KA1,T359|S363,a
p90RSK_pT359_S363,MDACC,p90RSKpT359S363,RPS6KA1,T359|S363,a
p90RSK_pT359_S363.R.C_GBL.9013889,MDACC,p90RSKpT359S363,RPS6KA1,T359|S363,a
p90RSK_pT359_S363.R.C_GBL9026256,MDACC,p90RSKpT359,RPS6KA1,T359|S363,a
p90RSK_pT359(C )_GBL9008401,MDACC,p90RSKpT359,RPS6KA1,T359,a
p90RSK_pT359(C)_GBL9008392,MDACC,p90RSKpT359,RPS6KA1,T359,a
p90RSK_pT573,MDACC,p90RSKpT573,RPS6KA1,T573,a
p90RSK_pT573.wR.C_GBL1115241,MDACC,p90RSKpT573,RPS6KA1,T573,a
p90RSK_RS00267489,MDACC,p90RSK,RPS6KA1,NA,c
p90RSK_RS00273764,MDACC,p90RSK,RPS6KA1,NA,c
p90RSK_RS00275699,MDACC,p90RSK,RPS6KA1,NA,c
p90RSK_RS00275807,MDACC,p90RSK,RPS6KA1,NA,c
PAI1,MDACC,PAI1,SERPINE1,NA,c
PAI.1,MDACC,PAI1,SERPINE1,NA,c
PAI.1,MDACC,PAI1,SERPINE1,NA,c
PAI.1_mouse,MDACC,PAI1,SERPINE1,NA,c
PAI.1_RS00273753 (MOUSE),MDACC,PAI1,SERPINE1,NA,c
PAI.1.M.V_GBL1033891,MDACC,PAI1,SERPINE1,NA,c
PAI.1.M.V_GBL1113351,MDACC,PAI1,SERPINE1,NA,c
PAI.1.M.V_GBL1115034,MDACC,PAI1,SERPINE1,NA,c
PAI.1(mouse)_GBL9008581,MDACC,PAI1,SERPINE1,NA,c
PAICS,MDACC,PAICS,PAICS,NA,c
PAK1,MDACC,PAK1,PAK1,NA,c
PAK2_PS20,MDACC,PAK2_pS20,PAK2,S20,i
PAK1_2_PS144_S141,MDACC,PAK1/2_pS144_S141,PAK1,S141|144,i
PAK1_2_PS144_S141,MDACC,PAK1/2_pS144_S141,PAK2,S141|144,i
PAK3,MDACC,PAK3,PAK3,NA,c
PAK4,MDACC,PAK4,PAK4,NA,c
PAL1,MDACC,PAL1,NA,NA,c
PAR,MDACC,PAR,PARD3,NA,c
PAR.R.C_GBL1115002,MDACC,PAR,PARD3,NA,c
PARP (cleaved.Asp214),MSKCC,PARP(cleavedAsp214),PARP1,NA,i
PARP_Cleaved_CS9546_mouse,MDACC,PARPcleaved,PARP1,NA,i
PARP_cleaved_RS00276371 (mouse),MDACC,PARPcleaved,PARP1,NA,i
PARP.cleaved,MDACC,PARPcleaved,PARP1,NA,i
PARP_CLEAVED,MDACC,PARPcleaved,PARP1,NA,i
PARP_cleaved,MDACC,PARPcleaved,PARP1,NA,i
PARP_cleaved.M.C_GBL.9012894,MDACC,PARPcleaved,PARP1,NA,i
PARP_cleaved.M.C_GBL9026317,MDACC,PARPcl,PARP1,NA,i
PARP,MDACC,PARP,PARP1,NA,c
PARP_RS00267493 (Rabbit),MDACC,PARP,PARP1,NA,c
PARP_RS00273765 (RABBIT),MDACC,PARP,PARP1,NA,c
PARP_RS00275707 (Rabbit),MDACC,PARP,PARP1,NA,c
PARP.cleaved.M.Q_GBL1115167,MDACC,PARPcleaved,PARP1,NA,i
PARP.cleaved.M.QC_GBL1033892,MDACC,PARPcleaved,PARP1,NA,i
PARP.cleaved.M.QC_GBL1113352,MDACC,PARPcleaved,PARP1,NA,i
PARP(cleaved)(mouse)(C)_GBL9007889,MDACC,PARP,PARP1,NA,c
PARP_PY907,MDACC,PARP_pY907,PARP1,Y907,a
PARP1,MDACC,PARP1,PARP1,NA,c
PARP2,MDACC,PARP2,PARP2,NA,c
PARP1_RS00273424 (mouse),MDACC,PARP1,PARP1,NA,c
PARP1.R.V_GBL1033887,MDACC,PARP1,PARP1,NA,c
PARP1.R.V_GBL1113347,MDACC,PARP1,PARP1,NA,c
PARP1.R.V_GBL1115030,MDACC,PARP1,PARP1,NA,c
PAX2,MDACC,PAX2,PAX2,NA,c
PAX2_GBL9008357,MDACC,PAX2,PAX2,NA,c
PAX2_RS00275803,MDACC,PAX2,PAX2,NA,c
PAX8,MDACC,PAX8,PAX8,NA,c
PAXILLIN,MDACC,Paxillin,PXN,NA,c
Paxillin,MDACC,Paxillin,PXN,NA,c
Paxillin.R.C_GBL1033812,MDACC,Paxillin,PXN,NA,c
Paxillin.R.C_GBL1113206,MDACC,Paxillin,PXN,NA,c
Paxillin.R.C_GBL1114895,MDACC,Paxillin,PXN,NA,c
Paxillin.R.V_GBL.9013890,MDACC,Paxillin,PXN,NA,c
Paxillin.R.V_GBL9026257,MDACC,Paxillin,PXN,NA,c
Paxillin_pY118,MDACC,Paxillin_pY118,PXN,Y118,a
PAXILLIN.Y118.,MDACC,Paxillin_pY118,PXN,Y118,a
PCNA,MDACC,PCNA,PCNA,NA,c
PCNA_mouse,MDACC,PCNA,PCNA,NA,c
PCNA_RS00273756 (mouse),MDACC,PCNA,PCNA,NA,c
PCNA_RS00276379 (mouse),MDACC,PCNA,PCNA,NA,c
PCNA.M.C_GBL1033893,MDACC,PCNA,PCNA,NA,c
PCNA.M.C_GBL1113353,MDACC,PCNA,PCNA,NA,c
PCNA.M.C_GBL1115035,MDACC,PCNA,PCNA,NA,c
PCNA.M.V_GBL.9012900,MDACC,PCNA,PCNA,NA,c
PCNA.M.V_GBL.9014288,MDACC,PCNA,PCNA,NA,c
PCNA.M.V_GBL9026318,MDACC,PCNA,PCNA,NA,c
PCNA(mouse)_GBL9008511,MDACC,PCNA,PCNA,NA,c
PD1,MDACC,PD1,PDCD1,NA,c
PD.1,MDACC,PD1,PDCD1,NA,c
PD.L1,MDACC,PDL1,CD274,NA,c
Pdcd.1L1.G.C_GBL1033925,MDACC,Pdcd1L1,CD274,NA,c
Pdcd.1L1.G.C_GBL1113407,MDACC,Pdcd1L1,CD274,NA,c
Pdcd.1L1.G.C_GBL1115095,MDACC,Pdcd1L1,CD274,NA,c
PDCD4,MDACC,Pdcd4,PDCD4,NA,c
Pdcd4,MDACC,Pdcd4,PDCD4,NA,c
Pdcd4.R.C_GBL1033770,MDACC,Pdcd4,PDCD4,NA,c
Pdcd4.R.C_GBL1113247,MDACC,Pdcd4,PDCD4,NA,c
Pdcd4.R.C_GBL1114924,MDACC,Pdcd4,PDCD4,NA,c
PDGFR (phospho.Tyr1021),MSKCC,PDGFR_pY1021,PDGFRA,Y1021,a
PDGFRB,MDACC,PDGFRb,PDGFRB,NA,c
PDGFR.b,MDACC,PDGFRb,PDGFRB,NA,c
PDGFR.b.R.V_GBL1115230,MDACC,PDGFRb,PDGFRB,NA,c
PDGFR.beta.R.V_GBL1033862,MDACC,PDGFRbeta,PDGFRB,NA,c
PDGFR.beta.R.V_GBL1113323,MDACC,PDGFRbeta,PDGFRB,NA,c
PDGFRB_PY1009,MDACC,PDGFRbeta_pY1009,PDGFRB,Y1009,a
PDGFRB_PY1021,MDACC,PDGFRbeta_pY1021,PDGFRB,Y1021,a
PDGFRB_PY579,MDACC,PDGFRbeta_pY579,PDGFRB,Y579,a
PDGFRB_PY716,MDACC,PDGFRbeta_pY716,PDGFRB,Y716,a
PDGFRB_PY740,MDACC,PDGFRbeta_pY740,PDGFRB,Y740,a
PDGFRB_PY751,MDACC,PDGFRbeta_pY751,PDGFRB,Y751,a
PDGFRB_PY771,MDACC,PDGFRbeta_pY771,PDGFRB,Y771,a
PDGFRB_PY857,MDACC,PDGFRbeta_pY857,PDGFRB,Y857,a
PDHA1,MDACC,PDHA1,PDHA1,NA,c
PDL1,MDACC,PDL1,CD274,NA,c
PDGFRA,MSKCC,PDGFRA,PDGFRA,NA,c
PDGFRb.pY1021,MSKCC,PDGFRb_pY1021,PDGFRB,Y1021,a
PDK.1 (phospho.Ser241),MSKCC,PDK1_pS241,PDPK1,S241,a
PDK1_PS241,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241_RS00269163,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241_RS00275824,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241_V,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241.R.V_GBL.9012871,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241.R.V_GBL.9013891,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241.R.V_GBL1033814,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241.R.V_GBL1113208,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241.R.V_GBL1114897,MDACC,PDK1pS241,PDPK1,S241,a
PDK1_pS241.R.V_GBL9026258,MDACC,PDPK1pS241,PDPK1,S241,a
PDK1_pS241(V)_GBL9008326,MDACC,PDK1pS241,PDPK1,S241,a
PDK1,MDACC,PDK1,PDPK1,NA,c
PDK1_RS00269164,MDACC,PDK1,PDPK1,NA,c
PDK1_RS00273594,MDACC,PDK1,PDPK1,NA,c
PDK1_RS00275825,MDACC,PDK1,PDPK1,NA,c
PDK1_V,MDACC,PDK1,PDPK1,NA,c
PDK1.R.V_GBL1033813,MDACC,PDK1,PDPK1,NA,c
PDK1.R.V_GBL1113207,MDACC,PDK1,PDPK1,NA,c
PDK1.wR.V_GBL1115107,MDACC,PDK1,PDPK1,NA,c
PDHK1,MDACC,PDHK1,PDK1,NA,c
PEA15_PS116,MDACC,PEA15pS116,PEA15,S116,i
PEA.15_pS116,MDACC,PEA15pS116,PEA15,S116,i
PEA.15_pS116.R.V_GBL1033790,MDACC,PEA15pS116,PEA15,S116,i
PEA.15_pS116.R.V_GBL1113267,MDACC,PEA15pS116,PEA15,S116,i
PEA.15_pS116.R.V_GBL1114939,MDACC,PEA15pS116,PEA15,S116,i
PEA15,MDACC,Pea15,PEA15,NA,c
PEA.15,MDACC,Pea15,PEA15,NA,c
Pea.15,MDACC,Pea15,PEA15,NA,c
Pea.15.R.V_GBL.9013892,MDACC,Pea15,PEA15,NA,c
PEA.15.R.V_GBL1033789,MDACC,PEA15,PEA15,NA,c
PEA.15.R.V_GBL1113266,MDACC,PEA15,PEA15,NA,c
PEA.15.R.V_GBL1114938,MDACC,PEA15,PEA15,NA,c
PGC1,MDACC,PGC1,PPARGC1B,NA,c
PGC1_ALPHA,MDACC,PGC1alpha,PPARGC1A,NA,c
PGC1_ALPHA_BETA,MDACC,PGC1alphabeta,PPARGC1A,NA,c
PGC1_ALPHA_BETA,MDACC,PGC1alphabeta,PPARGC1B,NA,c
PHB1,MDACC,PHB1,PHB,NA,c
PHB2,MDACC,PHB2,PHB2,NA,c
PHGDH,MDACC,PHGDH,PHGDH,NA,c
PI3K_P101,MDACC,PI3K_P110,PIK3CA,NA,c
PI3K_P110_ALPHA,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K.p110.alpha,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K.p110.a,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K_p110a_C,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K_p110a,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K_P110a,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K_P110a_RS00273576,MDACC,PI3KP110a,PIK3CA,NA,c
PI3K_p110a_RS00275859,MDACC,PI3Kp110a,PIK3CA,NA,c
PI3K_P110_BETA,MDACC,PI3Kp110b,PIK3CB,NA,c
PI3K_P110_GAMMA,MDACC,PI3Kp110g,PIK3CG,NA,c
PI3K_P85,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p85,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K_p85,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p110.a.R.C_GBL1114922,MDACC,PI3Kp110a,PIK3CA,NA,c
PI3K.p110.alpha.R.C_GBL.9013894,MDACC,PI3Kp110alpha,PIK3CA,NA,c
PI3K.p110.alpha.R.C_GBL1033769,MDACC,PI3Kp110alpha,PIK3CA,NA,c
PI3K.p110.alpha.R.C_GBL1113236,MDACC,PI3Kp110alpha,PIK3CA,NA,c
PI3K.p110.alpha.R.C_GBL9026269,MDACC,PI3Kp110a,PIK3CA,NA,c
PI3K.p110.b,MDACC,PI3Kp110b,PIK3CA,NA,c
PI3K.p110.b.M.C_GBL1115176,MDACC,PI3Kp110b,PIK3CA,NA,c
PI3K.p85,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p85.R.V_GBL.9013895,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p85.R.V_GBL1033815,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p85.R.V_GBL1113209,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p85.R.V_GBL1114898,MDACC,PI3Kp85,PIK3R1,NA,c
PI3K.p85.R.V_GBL9026270,MDACC,PI3Kp85,PIK3R1,NA,c
PI3Kp110a(C)_GBL9008552,MDACC,PI3Kp110a,PIK3CA,NA,c
PI3Kp85_GBL9008332,MDACC,PI3Kp85,PIK3R1,NA,c
PKCALPHA,MDACC,PKAalpha,PRKAR1A,NA,c
PKAALPHA,MDACC,PKAalpha,PRKAR1A,NA,c
PKARIALPHA,MDACC,PKARIalpha,PRKAR1A,NA,c
PKA.a,MDACC,PKAalpha,PRKAR1A,NA,c
PKCALPHA_PS657,MDACC,PKCapS657,PRKCA,S657,a
PKCa_pS657,MDACC,PKCapS657,PRKCA,S657,a
PKC.a_pS657.R.C_GBL1114899,MDACC,PKCapS657,PRKCA,S657,a
PKC.a.M.V_GBL1115036,MDACC,PKCa,PRKCA,NA,c
PKC.alpha_pS657.R.C_GBL1033816,MDACC,PKCalphapS657,PRKCA,S657,a
PKC.alpha_pS657.R.C_GBL1113210,MDACC,PKCalphapS657,PRKCA,S657,a
PKC.alpha_pS657.R.V_GBL.9013896,MDACC,PKCalphapS657,PRKCA,S657,a
PKC.alpha_pS657.R.V_GBL9026271,MDACC,PKCapS657,PRKCA,S657,a
PKC,MDACC,PKC,PRKCA,NA,c
PKC.alpha,MDACC,PKCalpha,PRKCA,NA,c
PKC.a,MDACC,PKCalpha,PRKCA,NA,c
PKCa,MDACC,PKCalpha,PRKCA,NA,c
PKC.alpha.M.V_GBL.9012895,MDACC,PKCalpha,PRKCA,NA,c
PKC.alpha.M.V_GBL1033894,MDACC,PKCalpha,PRKCA,NA,c
PKC.alpha.M.V_GBL1113354,MDACC,PKCalpha,PRKCA,NA,c
PKC.alpha.M.V_GBL9026319,MDACC,PKCa,PRKCA,NA,c
PKCALPHABETAII_PT638_T641,MDACC,PKCalpha_betaII_PT638_T641,PRKCB,T638|641,a
PKC.pan_BetaII_pS660,MDACC,PKCbIIpS660,PRKCB,S660,a
PKCPANBETTAII_PS660,MDACC,PKCbIIpS660,PRKCB,S660,a
PKCBETAII_PS660,MDACC,PKCbIIpS660,PRKCB,S660,a
PKC.b.II_pS660,MDACC,PKCbIIpS660,PRKCB,S660,a
PKC.b.II_pS660.R.V_GBL1114963,MDACC,PKCbIIpS660,PRKCB,S660,a
PKC.beta.II_pS660.R.V_GBL1033846,MDACC,PKCbetaIIpS660,PRKCB,S660,a
PKC.beta.II_pS660.R.V_GBL1113307,MDACC,PKCbetaIIpS660,PRKCB,S660,a
PKC.delta (phospho.Thr505),MSKCC,PKCd_pT505,PRKCD,T505,a
PKCDELTA_PS664,MDACC,PKCdeltapS664,PRKCD,S664,a
PKC.delta_pS664,MDACC,PKCdeltapS664,PRKCD,S664,a
PKC.delta_pS664,MDACC,PKCdeltapS664,PRKCD,S664,a
PKC.delta_pS664_GBL9008358,MDACC,PKCdeltapS664,PRKCD,S664,a
PKC.delta_pS664.R.V_GBL1033784,MDACC,PKCdeltapS664,PRKCD,S664,a
PKC.delta_pS664.R.V_GBL1113261,MDACC,PKCdeltapS664,PRKCD,S664,a
PKC.delta_pS664.R.V_GBL1114931,MDACC,PKCdeltapS664,PRKCD,S664,a
PKCa,MDACC,PKCa,PRKCA,NA,c
PKCa_GBL9008310,MDACC,PKCa,PRKCA,NA,c
PKC.alpha_pS657,MDACC,PKCapS657,PRKCA,S657,a
PKC.a_pS657,MDACC,PKCapS657,PRKCA,S657,a
PKCa_pS657_GBL9008518,MDACC,PKCapS657,PRKCA,S657,a
PKCa_pS657_RS00273717,MDACC,PKCapS657,PRKCA,S657,a
PKCa_pS657_RS00275588,MDACC,PKCapS657,PRKCA,S657,a
PKCa_pS657_V,MDACC,PKCapS657,PRKCA,S657,a
PKCa_RS00273419 (MOUSE),MDACC,PKCa,PRKCA,NA,c
PKCa_RS00273751 (mouse),MDACC,PKCa,PRKCA,NA,c
PKCa_RS00276607 (mouse),MDACC,PKCa,PRKCA,NA,c
PKCa_V_mouse,MDACC,PKCa,PRKCA,NA,c
PKCa(mouse)(V)_GBL9007876,MDACC,PKCa,PRKCA,NA,c
PKCdelta_pS664,MDACC,PKCdeltapS664,PRKCD,S664,a
PKM2,MDACC,PKM2,PKM,NA,c
PLCGAMMA2_PY759,MDACC,PLCgamma2pY759,PLCG2,Y759,a
PLC.gamma2_pY759,MDACC,PLCgamma2pY759,PLCG2,Y759,a
PLC.gamma2_pY759.R.C_GBL1115224,MDACC,PLCgamma2pY759,PLCG2,Y759,a
PLCR2_PY759,MDACC,PLCR2pY759,NA,Y759,a
PLCR2_pY759,MDACC,PLCR2pY759,NA,Y759,a
PLCR2_pY759_GBL9008347,MDACC,PLCR2pY759,NA,Y759,a
PLK1,MSKCC,PLK1,PLK1,NA,c
PLK1,MSKCC,PLK1,PLK1,NA,c
PLK1_GBL9008348,MDACC,PLK1,PLK1,NA,c
PLK1.R.C_GBL1114915,MDACC,PLK1,PLK1,NA,c
PLK4,MDACC,PLK4,PLK4,NA,c
PMS2,MDACC,PMS2,PMS2,NA,c
PMS2.R.V_GBL1033867,MDACC,PMS2,PMS2,NA,c
PMS2.R.V_GBL1113328,MDACC,PMS2,PMS2,NA,c
PMS2.R.V_GBL1114985,MDACC,PMS2,PMS2,NA,c
PORIN,MDACC,Porin,VDAC1,NA,c
Porin,MDACC,Porin,VDAC1,NA,c
Porin.M.V_GBL1033946,MDACC,Porin,VDAC1,NA,c
Porin.M.V_GBL1113378,MDACC,Porin,VDAC1,NA,c
Porin.M.V_GBL1115058,MDACC,Porin,VDAC1,NA,c
PR,MDACC,PR,PGR,NA,c
PR_RS00273725,MDACC,PR,PGR,NA,c
PR_RS00276019,MDACC,PR,PGR,NA,c
PR.R.V_GBL.9013898,MDACC,PR,PGR,NA,c
PR.R.V_GBL1033720,MDACC,PR,PGR,NA,c
PR.R.V_GBL1113211,MDACC,PR,PGR,NA,c
PR.R.V_GBL9026272,MDACC,PR,PGR,NA,c
PR.wR.V_GBL1115108,MDACC,PR,PGR,NA,c
PR(V)_GBL9008522,MDACC,PR,PGR,NA,c
PRAS40_PT246,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40 (phospho.Thr246),MSKCC,PRAS40_pT246,AKT1S1,T246,i
PRAS40_pT246,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40_pT246.R.V_GBL.9013900,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40_pT246.R.V_GBL1033737,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40_pT246.R.V_GBL1113228,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40_pT246.R.V_GBL1114914,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40_pT246.R.V_GBL9026273,MDACC,PRAS40pT246,AKT1S1,T246,i
PRAS40,MDACC,PRAS40,AKT1S1,NA,c
PRAS40.M.C_GBL1115042,MDACC,PRAS40,AKT1S1,NA,c
PRDX1,MDACC,PREX1,PREX1,NA,c
PREX1,MDACC,PREX1,PREX1,NA,c
PREX1.R.V_GBL1033857,MDACC,PREX1,PREX1,NA,c
PREX1.R.V_GBL1113318,MDACC,PREX1,PREX1,NA,c
PREX1.R.V_GBL1114977,MDACC,PREX1,PREX1,NA,c
PDH,MDACC,NA,NA,NA,NA
PYRUVATE.DEHYDROGENASE..PDH..SUBUNIT.E2,MDACC,PDHB,PDHB,NA,c
PYRUVATE.DEHYDROGENASE..PDH..SUBUNIT.E1.ALPHA,MDACC,PDHA1,PDHA1,NA,c
Progesterone.Receptor,MDACC,PGR,PGR,NA,c
PRKAG2,MDACC,PRKAG2,PRKAG2,NA,c
PRKAG2_GBL9008545,MDACC,PRKAG2,PRKAG2,NA,c
Prohibitin,MSKCC,Prohibitin,PHB,NA,c
Prohibitin,MSKCC,Prohibitin,PHB2,NA,c
PTCH,MDACC,PTCH,PTCH1,NA,c
PTCH_RS00267481,MDACC,PTCH,PTCH1,NA,c
PTCH_RS00275810  (1_1500),MDACC,PTCH,PTCH1,NA,c
PTCH_RS00276596 (1_500),MDACC,PTCH,PTCH1,NA,c
PTCH.R.C_GBL.9013901,MDACC,PTCH,PTCH1,NA,c
PTCH.R.C_GBL9026274,MDACC,PTCH,PTCH1,NA,c
PTEN,MSKCC,PTEN,PTEN,NA,c
PTEN_RS00269160,MDACC,PTEN,PTEN,NA,c
PTEN_RS00275821,MDACC,PTEN,PTEN,NA,c
PTEN.R.V_GBL.9013902,MDACC,PTEN,PTEN,NA,c
PTEN.R.V_GBL1033722,MDACC,PTEN,PTEN,NA,c
PTEN.R.V_GBL1113213,MDACC,PTEN,PTEN,NA,c
PTEN.R.V_GBL1114901,MDACC,PTEN,PTEN,NA,c
PTEN.R.V_GBL9026275,MDACC,PTEN,PTEN,NA,c
PTEN(138G50)_GBL9008556,MDACC,PTEN,PTEN,NA,c
PTEN(V)_GBL9008555,MDACC,PTEN,PTEN,NA,c
PML,MDACC,PML,PML,NA,c
PPP6C,MDACC,PPP6C,PPP6C,NA,c
PRKACA,MDACC,PRKACA,PRKACA,NA,c
PRMT5,MDACC,PRMT5,PRMT5,NA,c
PROHIBITIN,MDACC,PROHIBITIN,PHB2,NA,c
